0,root
C00001,0.01731728
C00002,0.057189256
C00003,0.011607775
C00004,0.015563451
C00005,-0.0034695242
C00006,0.0630256
C00007,-0.016720481
C00008,-0.061655402
C00009,-0.0018900795
C00010,0.0007704386
C00011,0.028136998
C00012,0.078360364
C00013,0.009148477
C00014,-0.008897366
C00015,-0.00022326614
C00016,-0.0072029773
C00017,0.0006071632
C00018,-0.010219281
C00019,0.0052150097
C00020,0.0038719908
C00021,0.03898312
C00022,-0.05213782
C00023,-0.007142364
C00024,0.052360788
C00025,-0.087529376
C00026,-0.01820302
C00027,0.063121036
C00029,0.0058416124
C00031,-0.09145498
C00032,-0.0015609597
C00033,-0.006956222
C00034,0.020743737
C00035,-0.045118123
C00036,-0.02190563
C00037,0.08578254
C00038,-0.0070876395
C00039,-0.13568106
C00040,0.0756575
C00041,-0.004465826
C00042,-0.011128026
C00043,0.0070599914
C00044,0.046811037
C00046,-0.0015273499
C00047,0.012270633
C00048,0.01971808
C00049,0.009654202
C00051,-0.0003318123
C00052,-0.007662396
C00053,0.02077423
C00054,-0.014234204
C00055,0.0036352123
C00058,-0.013884009
C00059,-0.0003806432
C00061,0.012955852
C00062,-0.010389787
C00063,-0.0019610203
C00064,-0.014966513
C00065,-0.0099035185
C00068,0.0060035726
C00070,0.023823481
C00071,-0.011460727
C00072,0.008135222
C00073,0.00072933664
C00074,0.00021733856
C00075,-0.0027586813
C00076,-0.31071293
C00077,-0.00691407
C00078,0.00044642156
C00079,-0.018259345
C00080,0.057858087
C00081,0.010497921
C00082,0.056411788
C00083,0.0051030307
C00084,-0.0033609224
C00085,0.035015732
C00086,0.00452434
C00087,-0.00016275642
C00088,-0.0040768115
C00089,-0.005112879
C00091,-0.011965023
C00092,0.0035585738
C00093,0.0025134715
C00094,0.011903953
C00095,0.0020345498
C00096,-0.008637873
C00097,-0.023207188
C00098,0.004210521
C00099,0.013174027
C00100,0.010947403
C00101,-0.0024951596
C00103,0.0002462403
C00104,-0.022861594
C00105,0.001531018
C00106,0.013136741
C00107,-0.0029350426
C00108,0.0026265592
C00109,-0.0001151507
C00110,0.005681685
C00111,-0.010052413
C00112,0.00074819726
C00114,-0.007690396
C00116,0.0032749781
C00117,0.0302788
C00118,0.019084558
C00119,-6.7595276e-05
C00120,0.0024372572
C00121,-0.007254588
C00122,-0.07861757
C00123,0.13026993
C00124,0.009849019
C00127,0.0024488065
C00128,0.0100187985
C00129,-0.002218532
C00130,0.0033966466
C00131,0.014454554
C00132,0.0026756441
C00133,0.0007419955
C00134,0.011173093
C00135,-0.006887046
C00136,0.015166195
C00137,-0.01431115
C00140,0.010203843
C00141,0.0009468787
C00143,0.00040748692
C00144,0.054145724
C00146,-0.02347853
C00147,-0.01369312
C00148,0.016533976
C00149,0.12168889
C00151,-0.004743322
C00152,-0.011356995
C00153,-0.0072960733
C00154,-0.013768417
C00155,0.08826148
C00156,-0.003547669
C00157,0.037628587
C00158,-0.012919039
C00159,-0.004108625
C00160,0.0031460517
C00162,-0.0114504015
C00163,-0.006807261
C00164,0.00025837752
C00165,0.14010897
C00166,-0.0052501736
C00167,0.0017291926
C00168,0.015538053
C00169,0.028405484
C00170,0.00340571
C00173,-0.0027824505
C00175,0.0013356565
C00178,-0.0001675922
C00179,-0.0010953187
C00181,-0.0028051822
C00182,-0.0017790818
C00183,0.010040373
C00184,0.0014840544
C00185,-0.006172058
C00186,0.006233924
C00187,-0.057630166
C00188,-0.014327766
C00189,-0.0043229517
C00190,-0.0017738969
C00191,0.04242711
C00192,0.012480829
C00194,-0.00012022513
C00195,-0.010385565
C00197,0.008922641
C00198,0.0020555183
C00199,0.008920096
C00203,-0.009283457
C00204,0.002851432
C00206,-0.017512055
C00207,0.02159886
C00208,0.0068335384
C00209,0.0013926625
C00212,0.08697946
C00213,-0.002596699
C00214,-0.00034660555
C00216,-0.0029957923
C00217,0.0013967324
C00219,0.012831046
C00221,-0.042609863
C00222,0.008708162
C00223,0.0012969051
C00224,0.00095841533
C00226,-0.0088325925
C00227,-0.004256943
C00229,-0.01609814
C00231,-0.0074428217
C00232,-0.013093491
C00234,0.00030745007
C00235,-0.0030637276
C00236,0.0064398777
C00238,0.023014635
C00239,-0.014339359
C00242,-0.009232979
C00243,-0.01053588
C00244,0.0100500155
C00245,0.0019498209
C00246,0.000601406
C00247,0.0076127667
C00249,-0.006134297
C00250,0.001617268
C00251,0.0030770246
C00252,-0.006073432
C00253,-0.0017082635
C00255,0.010986744
C00256,0.0051996624
C00257,0.0026882144
C00258,-0.009782189
C00259,-0.008614555
C00262,-0.00533319
C00263,-0.00510084
C00264,-0.002615277
C00266,0.022580914
C00267,-0.0102029275
C00268,-0.01022514
C00269,0.043755315
C00270,0.0038791534
C00272,0.00087925594
C00275,-0.029562617
C00279,0.010013819
C00280,0.10476234
C00282,-0.009763928
C00283,0.005320287
C00286,-0.007175816
C00288,0.04571245
C00290,-0.0075027077
C00291,0.024868326
C00294,0.01625042
C00295,-0.0032468997
C00299,0.002431959
C00300,0.0008427274
C00301,-0.065902814
C00305,-0.0058144005
C00306,0.0057505495
C00307,-0.017167727
C00309,-0.00016286969
C00310,-0.0016258371
C00311,-0.055056274
C00312,-0.02043161
C00313,0.0016553658
C00314,-0.0025857445
C00315,-0.011676255
C00318,0.033096656
C00319,-0.11561563
C00320,0.0025243023
C00322,0.00348363
C00325,0.015258382
C00327,-0.00021088566
C00328,0.0012785129
C00329,0.008314496
C00330,0.018264886
C00331,0.0080419
C00332,0.0053879945
C00333,-0.0045723678
C00334,0.00976001
C00337,-0.0027375754
C00338,0.049660176
C00340,0.0015241334
C00341,-0.0048606154
C00344,-0.008015757
C00345,-0.011000336
C00346,-0.029070485
C00350,0.0006648074
C00352,-0.008718129
C00353,0.005893322
C00354,0.057136226
C00355,0.0027907095
C00356,0.00668154
C00357,0.007233701
C00360,0.00080972724
C00361,0.002626713
C00362,0.025970466
C00363,0.0032781288
C00364,0.0019352715
C00365,0.00042209838
C00366,-0.013143258
C00369,-0.0122290645
C00372,-0.006577327
C00374,0.0056875837
C00376,0.0013163404
C00378,-0.014513134
C00379,-0.0071389526
C00380,-0.0021871685
C00381,0.0008123927
C00383,-0.0030466327
C00385,0.031192757
C00386,-0.00025903835
C00387,-0.00024190804
C00388,-0.014771469
C00389,-0.0044270367
C00390,0.0065646837
C00392,0.003317888
C00394,3.9654085e-05
C00398,0.05121264
C00399,0.0068566995
C00400,-0.018989995
C00401,-1.6949372e-05
C00402,-0.0016052739
C00406,-0.004077019
C00407,0.019394755
C00408,0.0021297676
C00409,-0.007399421
C00410,-0.07424033
C00412,-0.009308083
C00415,0.0008785988
C00416,-0.038955137
C00417,0.0031260818
C00418,0.00045159084
C00422,0.0016483576
C00423,-0.00806884
C00424,-0.008878714
C00426,0.0015529478
C00427,-0.022298658
C00429,-0.00076781947
C00430,-0.0041453475
C00431,0.00020015403
C00433,0.006772481
C00434,0.0025577538
C00435,-0.0074233254
C00436,0.0016693951
C00437,-0.0024735671
C00438,-0.002372427
C00439,-0.00082971575
C00440,0.010974638
C00441,-0.0008925749
C00445,-3.8730563e-05
C00446,0.010146757
C00448,-0.012718692
C00449,0.00092642696
C00450,0.007260588
C00455,-0.006809513
C00458,-0.0006657748
C00459,0.0035309736
C00460,0.0008048555
C00461,-0.0057452903
C00463,-0.00078778225
C00464,0.0040744506
C00468,0.019902967
C00469,0.0071236654
C00470,0.0053044665
C00471,0.0036500678
C00472,-0.00094610034
C00473,0.003258712
C00474,0.0034159648
C00475,0.001995188
C00476,-0.0007948957
C00479,-0.0012451621
C00483,0.043107245
C00486,0.0068166615
C00487,-0.0012041138
C00488,0.0107232835
C00489,-0.0067788498
C00491,-0.028721217
C00492,0.007807586
C00497,0.0038892499
C00498,0.009653727
C00499,-0.006683545
C00500,-0.00012918515
C00501,-0.014901515
C00502,-0.013146059
C00503,-0.002622746
C00504,-0.0150227705
C00506,-0.03200665
C00507,0.014921993
C00508,0.010755332
C00510,0.014087252
C00512,-0.004790823
C00513,0.007926699
C00514,-0.022393556
C00515,0.00054394285
C00517,0.0017400093
C00518,0.0064231968
C00519,-0.005493437
C00522,0.0047390317
C00523,-0.0020258948
C00524,0.009251254
C00526,0.0013193765
C00527,-0.00063605653
C00530,-0.0144355595
C00532,0.0018218358
C00533,-0.08345164
C00534,-0.0030897404
C00535,-0.04589739
C00536,0.0071973074
C00541,-0.0008163522
C00544,-0.0040396564
C00545,0.0021064074
C00546,0.0015247704
C00547,-0.06050724
C00550,0.0028343971
C00551,-0.002027901
C00552,-0.00353195
C00555,-0.00010007119
C00558,-0.017243007
C00559,0.0056038206
C00568,-0.0044770315
C00570,-0.007877131
C00573,-0.00869501
C00575,0.04835849
C00577,-0.0019704322
C00580,-0.0002858428
C00581,0.0014166336
C00582,0.015085738
C00583,0.0011955446
C00584,-0.10513333
C00588,-0.0027584208
C00593,-0.004141597
C00596,-0.012723304
C00601,-0.0017248323
C00603,-0.002817606
C00605,0.0046430817
C00606,-0.006626688
C00607,0.0043134796
C00617,-0.0017469239
C00618,-0.004320284
C00620,-0.0015861681
C00621,0.00062057964
C00623,0.008563926
C00624,-0.0048778215
C00627,-0.0030535697
C00628,-0.004440083
C00631,-0.007283617
C00632,-0.0026769354
C00634,-0.008810543
C00636,-8.977033e-05
C00637,0.0068203188
C00638,0.023926688
C00639,0.02056879
C00640,0.004704722
C00641,-0.007170303
C00642,0.020545816
C00643,0.004223725
C00644,-0.00013850699
C00645,0.00215471
C00647,-0.012278623
C00652,0.0014216154
C00655,0.002756418
C00658,0.00055510085
C00663,0.0001996709
C00664,0.00068446907
C00665,0.019922946
C00666,-0.001377652
C00668,0.0036922675
C00669,-0.0015874538
C00670,-0.0049208007
C00672,-0.0020139054
C00673,-0.017511478
C00674,-0.0024152289
C00679,-0.0042738393
C00680,0.00010163826
C00681,-0.06831271
C00683,0.0014276255
C00684,0.0026350822
C00685,-0.0021437956
C00689,-0.018311981
C00691,0.009284374
C00692,-0.00012922876
C00693,-0.008577664
C00695,-0.0030980455
C00696,-0.008758074
C00697,-0.008875949
C00698,0.00032305066
C00700,0.0011417617
C00704,0.11225358
C00705,-0.00040497864
C00707,0.0038332923
C00708,-0.0024949224
C00712,0.0013172373
C00714,0.0035943468
C00718,0.0040667895
C00719,-0.005290764
C00721,0.0020236326
C00726,-0.01723307
C00734,0.002734972
C00735,0.120251976
C00739,-0.0094880555
C00740,-0.007551443
C00741,-0.00123051
C00745,-0.08261836
C00748,0.004616831
C00750,-0.0097478265
C00751,0.009484216
C00752,-0.0018895284
C00757,-0.00018982787
C00760,0.006295587
C00762,0.09574271
C00763,-0.0011927185
C00777,0.07688898
C00778,-0.004189986
C00780,0.07911376
C00785,-0.00028734002
C00788,-0.07925571
C00789,-0.0006875142
C00791,-0.00028269633
C00792,-0.0020514515
C00793,-0.0047884434
C00794,0.0013992384
C00795,-0.005187367
C00798,-0.00027458
C00800,-0.0047787065
C00802,-0.011585271
C00804,-0.00033967904
C00805,0.0019135865
C00808,0.0057882257
C00809,0.0031649047
C00810,-0.0019363347
C00811,0.015154565
C00813,0.0017400576
C00817,-0.0147228865
C00818,-0.013714012
C00819,-0.0008977497
C00820,-0.0018423898
C00822,-0.008777943
C00823,-0.0029018898
C00827,0.0039080875
C00828,-0.001912202
C00829,-0.005757099
C00831,-0.0030007174
C00835,-0.0036761428
C00836,0.012619723
C00847,-0.008290513
C00853,-0.00039258017
C00855,0.0002277533
C00857,-0.00633651
C00860,-0.00086947496
C00861,-0.0026539464
C00864,-7.69265e-05
C00865,0.014560217
C00868,0.0007129065
C00873,0.007939514
C00877,0.009324063
C00878,-0.0035536047
C00879,0.0028656088
C00880,0.00827872
C00881,-0.0028673091
C00882,0.0014411104
C00884,-0.0060776575
C00885,0.0029520374
C00886,0.0022237753
C00887,0.013106985
C00888,-2.4774803e-05
C00894,0.008806895
C00898,0.012817848
C00899,0.002443094
C00903,-0.010376966
C00905,-0.006647777
C00909,0.0030453503
C00919,0.0056579225
C00921,0.004284195
C00922,-0.013860541
C00925,0.005433636
C00931,-0.0007214602
C00935,0.002142152
C00937,-0.0012097745
C00942,0.07281026
C00951,-0.048010997
C00954,0.0047017997
C00955,-0.0041954177
C00956,-0.01016791
C00957,0.010722401
C00958,-0.0041224984
C00963,0.00020139017
C00965,-0.016713629
C00966,0.00018649967
C00969,-0.0038694846
C00971,-0.00050461106
C00973,-0.00054867135
C00975,-0.00025253906
C00976,-0.018217143
C00978,-0.004838405
C00979,-0.003493091
C00984,-0.0053814277
C00986,-0.004897071
C00988,-0.003414065
C00989,0.007937977
C00990,-0.0014696005
C00992,-0.0006146184
C00993,0.0007778993
C00996,-0.018028248
C00999,0.0052184737
C01005,0.0008702696
C01007,0.00014921615
C01010,0.005824995
C01013,-0.016520567
C01019,0.0037254968
C01020,-0.009961897
C01024,-0.0005423111
C01035,-0.0017321868
C01036,0.00646171
C01037,0.014307185
C01040,0.0036865822
C01041,0.00243033
C01043,-0.006389888
C01044,-0.0017719653
C01045,0.004156006
C01050,-0.005353721
C01051,-0.0009510332
C01053,-0.009493186
C01054,0.0022592773
C01056,0.0112637
C01059,0.014092444
C01060,-0.013609144
C01061,0.014717434
C01063,-0.017617734
C01065,0.008601719
C01068,-0.005975511
C01073,0.0017107684
C01074,-0.0053695743
C01077,0.0134497
C01079,-7.9488615e-05
C01081,-0.009787586
C01083,0.011761686
C01087,0.0038193034
C01088,0.010295691
C01089,-0.00034401135
C01092,0.004390889
C01094,-0.003204416
C01096,0.004802622
C01097,-0.0022445768
C01099,-0.0016616486
C01100,0.0017219908
C01101,-0.0013168692
C01103,-0.0027530252
C01107,-0.008366132
C01110,0.0020663338
C01111,0.003384959
C01113,0.00041372352
C01114,0.0029954498
C01115,0.0061449045
C01118,0.0039031114
C01120,0.0743974
C01124,0.0002364499
C01126,-0.000766921
C01127,-0.0030857176
C01131,-0.016232865
C01132,-0.0030516426
C01134,0.0041029984
C01137,0.0015956567
C01142,-0.0005020731
C01143,0.010078136
C01144,0.0074509163
C01146,0.001416365
C01149,0.0071750386
C01151,0.007406534
C01152,0.002088614
C01153,-0.0019377454
C01157,0.01005212
C01159,-0.00024559535
C01161,0.0039145686
C01164,-0.0057014497
C01165,0.004185915
C01168,0.0034198523
C01170,0.0023298743
C01172,0.00067057065
C01176,0.0010445025
C01177,-0.011018613
C01179,-0.013055198
C01180,0.0041864566
C01181,0.0009416154
C01182,0.0048481966
C01185,-0.006739326
C01186,0.014158258
C01189,0.0016339916
C01190,0.013506003
C01194,-0.004382381
C01198,-0.002078794
C01203,0.0072460095
C01204,-0.011573276
C01205,0.001924379
C01209,-0.004603836
C01210,0.0028839668
C01211,0.0004974025
C01213,0.0013216126
C01215,0.0012622093
C01216,0.0063212514
C01217,-0.0057696663
C01218,0.00087540643
C01219,0.004623774
C01220,0.0032894728
C01222,-0.01210153
C01226,-0.003591957
C01227,0.07271605
C01228,-0.016196968
C01230,-0.007260403
C01231,0.00882626
C01233,-0.0055286456
C01234,-0.0044446564
C01235,-0.004164908
C01236,-0.0061742403
C01241,-0.008458534
C01243,0.0011091547
C01245,0.023476915
C01246,0.006356846
C01249,0.0038564585
C01250,-0.0019311352
C01251,0.004115243
C01252,-0.005564169
C01259,-0.016099332
C01260,-0.0013607317
C01261,0.005892182
C01262,0.015798565
C01264,-0.00097413117
C01267,5.0629373e-05
C01268,0.0028511388
C01270,-0.0013732985
C01271,0.0061739953
C01272,0.017336162
C01277,-0.0008517334
C01279,0.0055693556
C01284,0.0032178168
C01286,0.0053869844
C01290,0.009788703
C01297,0.013007149
C01300,-0.016709784
C01301,0.0007956384
C01304,-0.009656124
C01312,0.020459393
C01319,0.010322445
C01322,0.0030881527
C01327,0.005574556
C01330,-0.03477462
C01342,0.00071224413
C01344,-0.0004839599
C01345,-0.0015985247
C01346,-0.0024769919
C01352,-0.017892472
C01353,-0.03289976
C01355,0.006107279
C01358,0.0052488763
C01367,-0.054638285
C01368,0.00045098568
C01371,0.0017373174
C01380,-0.0005096551
C01382,0.0077182287
C01384,0.0075487
C01390,-0.003279896
C01405,0.00077037246
C01407,-0.04867883
C01412,-0.005422242
C01413,0.0007679558
C01417,-0.018207148
C01419,0.0045551634
C01438,0.0011776319
C01443,0.00064067775
C01444,-0.003624819
C01451,-0.0008540102
C01468,0.006336456
C01471,0.06937326
C01487,-0.0010875823
C01490,-0.005890334
C01498,0.009962394
C01508,-0.019272484
C01516,-0.03305109
C01528,0.0029048095
C01530,0.0072677764
C01558,0.00231303
C01561,0.026829768
C01563,-0.018617023
C01571,-0.00636228
C01576,0.000492221
C01595,-0.0027644143
C01596,0.00634679
C01598,0.041036222
C01606,-0.0069863047
C01613,-0.015864722
C01620,-0.0021542378
C01623,0.0032593561
C01630,0.0042399336
C01667,0.0022683241
C01672,-0.030625822
C01673,0.013017923
C01674,-0.007455033
C01678,0.0031861935
C01682,-0.00310022
C01684,0.0045116926
C01693,0.0028411932
C01694,0.004686535
C01697,0.00027071638
C01708,-0.0002728406
C01715,-0.020488236
C01717,-0.0048660706
C01720,0.0024808913
C01721,0.0038980762
C01724,0.007820212
C01725,0.004405448
C01726,0.0016083729
C01727,-0.005185779
C01732,-0.0044287858
C01746,0.0076651573
C01747,0.009724901
C01753,-0.0020878355
C01762,-0.0021359455
C01768,-0.0019347492
C01769,0.0072241244
C01772,0.004394482
C01780,-0.014613514
C01782,0.034934945
C01788,-0.0017733031
C01789,-0.0028341874
C01794,0.0015329473
C01801,-0.0006055023
C01802,0.016356222
C01817,0.0030263742
C01825,0.00635143
C01829,-0.075565085
C01832,-0.00045695482
C01834,-0.001336213
C01835,-0.002979556
C01844,-0.003732339
C01845,-0.005555998
C01847,-0.0028258704
C01850,-0.004887836
C01861,0.00093391497
C01879,-0.0103528965
C01885,0.0051378068
C01894,0.0054975185
C01898,0.0024546627
C01902,-0.008682594
C01904,-0.012112957
C01909,0.0011556612
C01921,-0.013956227
C01929,0.0036061683
C01931,0.0024117418
C01934,0.0032516774
C01935,-0.0005811356
C01937,0.002076995
C01943,-0.00075665745
C01944,0.0038550852
C01946,0.01763988
C01953,-0.005546375
C01959,-0.005770432
C01962,0.007622121
C01987,0.0024677012
C01989,-0.00063705863
C01990,0.0055989935
C01996,-0.026324011
C02002,-0.0023374832
C02041,0.0019022883
C02047,0.0030508605
C02049,0.00064110686
C02050,-0.01268051
C02051,-0.0014379062
C02059,0.0037244537
C02067,0.0030471245
C02075,0.0052503143
C02084,-0.0035473043
C02090,0.00476827
C02091,-0.0012745536
C02094,-0.004900712
C02110,-0.0078010084
C02112,-0.003241322
C02123,-0.0096456865
C02133,0.011647703
C02135,-0.008273394
C02137,-0.001812394
C02139,-0.0026171645
C02140,0.03276706
C02141,-0.00051442604
C02147,-0.00097481627
C02160,-0.0023201343
C02161,-0.0019765801
C02163,-0.00479769
C02165,0.07933198
C02166,-0.025641399
C02167,0.000245347
C02170,0.011768085
C02172,-0.0059564924
C02188,0.0032622379
C02189,-0.01736318
C02191,0.0017113591
C02198,-0.030490156
C02199,0.006047792
C02218,0.0023348313
C02220,-0.005183986
C02225,-0.005975941
C02232,-0.017921947
C02237,0.0014180016
C02249,0.00498944
C02262,-0.005478527
C02265,-0.006637087
C02266,0.0006430391
C02273,-0.011977386
C02280,-0.0015383571
C02282,0.01981765
C02291,0.003840974
C02295,-0.005122785
C02298,-0.0064513837
C02301,-0.00039182394
C02305,0.0022554009
C02320,0.0006952933
C02321,-0.006087335
C02331,-0.010388949
C02335,0.007591023
C02336,0.010418221
C02348,0.02066879
C02350,-0.0048376145
C02352,0.0017759576
C02353,0.071378805
C02354,-0.00023440283
C02355,-0.007025143
C02356,-0.0029755312
C02373,0.0028808676
C02376,0.0016306613
C02380,-0.013753602
C02389,-0.04673898
C02405,-0.017457241
C02411,0.010625234
C02412,0.004345656
C02426,-0.001875086
C02430,0.00019138982
C02431,0.0039205425
C02442,-0.0070123
C02457,-0.008826031
C02463,-0.031081231
C02465,-0.012472336
C02469,-0.011663916
C02470,-0.003538867
C02474,-0.008193216
C02477,0.0006248087
C02483,0.0017288254
C02488,0.003449129
C02492,0.002988188
C02504,0.008455303
C02505,0.0071645956
C02514,0.0048080506
C02515,0.007860577
C02527,-0.0071833204
C02528,0.0031284923
C02530,-0.03431918
C02535,0.0007029001
C02537,0.00064116623
C02538,0.0026481024
C02553,-0.00041364296
C02554,0.0046065236
C02565,-0.002783261
C02571,-0.0014314153
C02575,-0.015139983
C02587,0.006862663
C02588,0.019402573
C02591,-0.008690809
C02593,0.00035871868
C02617,0.008202081
C02630,0.0023582028
C02632,-0.006465939
C02642,0.009317638
C02647,-0.014819003
C02656,0.00047717604
C02669,0.00082772376
C02670,-0.004289707
C02679,0.0009955775
C02686,-0.00453778
C02693,-0.0047916695
C02700,-0.0004980201
C02702,-0.018659107
C02713,-0.0019299384
C02714,0.0026081684
C02718,0.002393028
C02727,0.0023584098
C02730,-0.0012521301
C02737,-0.026716448
C02739,0.002275573
C02741,-0.013530824
C02753,-0.005931941
C02763,-0.0035698153
C02773,0.0045910436
C02775,0.0049016513
C02798,-0.0044226563
C02800,-0.003643523
C02814,0.008579039
C02823,0.012800626
C02835,0.0017658292
C02839,0.004267052
C02843,-0.03110767
C02855,0.00089465315
C02876,0.00026213273
C02880,0.0011459141
C02888,0.004793318
C02892,-0.00829761
C02918,0.0034029996
C02930,0.013408558
C02934,-0.016831078
C02937,-0.0009116095
C02938,-0.0088664675
C02946,-0.00020714418
C02949,0.0023779203
C02953,0.001637671
C02960,-0.013257559
C02962,-0.0031427704
C02972,-0.0021259927
C02977,0.012752842
C02984,0.00032568304
C02985,0.0037554884
C02987,-0.009734554
C02988,0.012911723
C02989,0.0045344806
C02990,-0.0032783335
C02991,0.006781267
C02992,0.0028575603
C02995,-0.0059530633
C03012,0.0058802897
C03021,0.0017052384
C03028,0.009271808
C03029,0.0001662178
C03033,-0.015694324
C03035,0.012146992
C03043,-0.005662226
C03044,0.0023859532
C03046,-0.009576649
C03056,0.0071953675
C03058,-0.0007800803
C03063,-0.0053308303
C03064,-0.002669306
C03077,0.009882303
C03078,0.0023668697
C03082,-0.0029867052
C03087,0.006305527
C03089,-0.0011218189
C03090,-0.029986508
C03114,0.01085229
C03117,0.006468368
C03125,0.0028345268
C03127,0.0150070675
C03145,-0.0024875193
C03149,0.008665539
C03150,0.005440534
C03160,-0.00082788337
C03166,-0.00022330845
C03167,-0.0010128244
C03170,0.003936938
C03179,0.0015475787
C03194,-0.012019355
C03196,-0.0005985893
C03201,-0.007447835
C03205,-0.007701014
C03217,-0.0042236643
C03221,-7.399777e-05
C03227,0.0022318813
C03230,-0.008865166
C03232,0.00399517
C03239,0.0011118737
C03242,-0.007832963
C03248,-0.0029466779
C03259,0.0050900113
C03262,0.0028172466
C03263,0.0005950191
C03267,-0.0031388274
C03273,-0.0019802721
C03277,-0.0041066897
C03287,0.006090246
C03289,-0.0018416898
C03291,0.007165136
C03294,0.0011086966
C03296,0.0038110605
C03313,-0.0027256212
C03323,-0.0029494632
C03341,0.001913956
C03366,-1.7565442e-05
C03372,-0.012122516
C03373,0.006700308
C03375,-0.0067604557
C03378,0.003557165
C03379,-0.0049155084
C03383,-0.0013705516
C03393,0.0032815505
C03402,0.009520554
C03405,0.00449826
C03406,-0.0012142453
C03409,-0.0028751886
C03410,-0.0036291261
C03415,0.0008001382
C03428,0.0034189103
C03434,-0.035174835
C03440,-0.0036635688
C03451,0.0010764445
C03453,0.015532218
C03454,-0.004404965
C03455,0.005373111
C03458,0.008677895
C03459,0.00033841096
C03461,0.012762581
C03479,-0.004131018
C03483,-0.0024707809
C03492,-0.0037194535
C03511,-0.0028970726
C03512,0.00018380908
C03516,-0.001720384
C03519,0.00261085
C03539,0.002593132
C03541,0.0017370569
C03546,0.0018108338
C03547,-0.012016308
C03548,0.0011026661
C03557,-0.008480633
C03561,0.02322404
C03564,0.002298996
C03574,0.0015256397
C03577,-0.005697593
C03582,-0.0035548978
C03589,0.008466881
C03594,-0.0035601226
C03595,0.010895623
C03598,0.0025973879
C03599,-0.0033461263
C03611,0.00010053208
C03614,-0.012801268
C03618,-7.462222e-08
C03619,-0.0031124055
C03621,0.001547263
C03622,0.005508992
C03640,0.003960602
C03642,1.1302298e-05
C03646,0.0038227183
C03652,0.0092738485
C03656,0.0018831266
C03657,-0.0035667915
C03659,-0.0019338657
C03660,0.0016624911
C03680,-0.0053423895
C03681,-0.0060929493
C03684,-0.00033516658
C03688,0.000457711
C03690,-0.061687484
C03691,-0.002758099
C03692,-0.0001675142
C03715,-0.0005171515
C03722,-0.013712928
C03733,-0.01344075
C03740,-0.00479595
C03741,-0.008349506
C03747,-0.0008135673
C03752,-0.004971943
C03758,-0.009235563
C03765,-0.0013150566
C03771,-0.014483757
C03772,-0.007963298
