0,root
C03780,-0.010688287
C03785,-0.0054846443
C03793,-0.006560999
C03794,0.0029508881
C03819,0.0062834723
C03820,0.005883915
C03824,-0.0017822827
C03826,-0.009153127
C03827,-0.0034903486
C03838,-0.0007467214
C03845,-0.006689189
C03852,0.0009924974
C03862,0.013526361
C03872,0.010839936
C03892,0.013010034
C03906,0.0033310011
C03912,-0.00060310843
C03917,0.15124996
C03920,0.002472145
C03921,0.0039620986
C03933,0.0018422103
C03935,-0.00023084763
C03939,-0.00029760355
C03943,0.00978541
C03964,-0.01837316
C03968,0.0134944245
C03974,0.0007818353
C03979,-0.004260044
C03981,-0.011223845
C03990,0.0021297098
C03993,0.0012594636
C03997,0.0028690286
C04001,-0.014580673
C04006,0.028389618
C04020,-0.0019762807
C04022,-0.0037009788
C04037,0.007608569
C04042,0.004409059
C04043,0.0047872528
C04044,0.011972019
C04045,0.0063315528
C04046,0.0033305262
C04051,-0.0007875969
C04052,0.012910949
C04053,-0.0228408
C04056,-0.019065559
C04062,-0.011794352
C04063,-0.022340072
C04076,0.00023482286
C04079,0.0010668447
C04088,0.012378459
C04089,0.0059886263
C04092,0.0019095509
C04106,-0.0014162799
C04114,-0.005255105
C04122,9.408686e-05
C04133,-0.0041913697
C04137,0.0017216556
C04145,0.0047117015
C04146,0.0037702443
C04148,-0.0029761004
C04180,0.0014885627
C04185,0.005631019
C04186,0.013507116
C04188,0.00019244466
C04216,-0.00042567588
C04225,-0.0007811347
C04226,0.014533152
C04227,-0.0066938056
C04230,0.04426594
C04233,-0.00028720684
C04242,-0.0005104438
C04244,0.0034257579
C04246,-0.0011252947
C04257,-0.017020226
C04260,0.0005633453
C04272,0.0012054646
C04281,-0.004951468
C04282,-0.00055239967
C04287,-0.0046004606
C04294,0.009575678
C04295,-0.002555939
C04297,-0.0061719855
C04308,0.0067961263
C04315,-0.01398455
C04317,0.014497925
C04327,-0.012598766
C04332,-0.005530742
C04348,0.0028516452
C04349,7.347856e-05
C04352,-0.0027627125
C04361,-0.006350954
C04368,-0.010677567
C04373,-0.0036744324
C04376,0.014685253
C04392,0.005500501
C04409,0.0034351628
C04437,0.01137111
C04438,-0.00016233139
C04442,0.00017070607
C04454,-0.0014347704
C04457,0.011109596
C04475,0.01707122
C04477,-0.04230294
C04479,0.008278509
C04483,0.0010092072
C04487,0.009913711
C04494,0.0009289171
C04501,-0.0015551599
C04506,0.005992757
C04517,-0.00071204914
C04518,0.0036669883
C04520,0.003833089
C04525,0.0040106177
C04534,0.006261393
C04536,-0.00686807
C04546,0.0008201053
C04549,-0.07047221
C04554,0.0024414142
C04555,0.0015746192
C04556,0.0077365306
C04563,0.008662847
C04573,-0.007870206
C04574,0.0055556376
C04575,-0.03156029
C04577,-0.0036193973
C04579,-0.0014247252
C04582,-0.014641381
C04590,0.004997745
C04593,0.016664768
C04598,-0.003815726
C04599,0.04766439
C04604,0.0011614963
C04613,-0.0043598805
C04618,-0.0045503424
C04619,-0.0074339677
C04620,-0.002402414
C04623,-0.000106688356
C04630,-0.0024032542
C04631,0.0005337554
C04633,-0.0034008506
C04635,0.008176239
C04637,0.006278567
C04638,0.008186797
C04640,-0.000106938955
C04642,-0.0030970306
C04646,0.008334887
C04650,-0.0032214066
C04666,0.0021504054
C04671,-0.008591786
C04672,-0.0034430255
C04676,0.001262315
C04677,-0.00333507
C04688,0.0063198702
C04690,0.001659873
C04707,-0.0051548807
C04717,-0.0012716269
C04722,0.004874302
C04732,0.0034988003
C04734,-0.072609775
C04737,0.0025592702
C04742,-0.019142473
C04748,-0.001305917
C04751,-0.0024437644
C04752,-0.0002490423
C04756,0.0048324587
C04758,0.007672257
C04773,-0.0042091543
C04778,0.0014121225
C04780,0.0022946526
C04785,-0.0034650196
C04796,-0.0077948645
C04797,0.0012739573
C04805,0.0042256555
C04807,0.0023776279
C04822,-0.036261577
C04823,0.06155212
C04835,0.0082110725
C04853,-0.0034125247
C04872,0.003766951
C04874,-0.019425634
C04895,-0.003649029
C04896,0.0025572318
C04911,-0.002603219
C04916,-0.0020021899
C05005,0.0029092524
C05011,-0.0045328476
C05102,-0.001585719
C05103,-0.004292343
C05107,-0.00862379
C05108,-0.0012345455
C05109,0.00013314863
C05113,-0.030379098
C05122,-0.010639705
C05123,0.0066514444
C05125,0.017458916
C05127,0.0067338916
C05130,0.003605787
C05131,0.004390358
C05133,0.00045415782
C05135,0.0065043997
C05138,-0.0048189517
C05139,-0.005924995
C05140,0.0008770275
C05141,0.0020149024
C05144,0.0017134987
C05147,-0.0008822429
C05151,0.0027419992
C05161,0.00053443556
C05172,0.0030550105
C05212,-0.007831024
C05223,-0.008804435
C05231,-0.009219198
C05235,0.005062633
C05239,-0.0002229888
C05258,-0.0013542108
C05259,-0.010206064
C05260,0.0017736783
C05261,-8.165371e-06
C05262,-0.0008173769
C05263,0.024008457
C05264,-0.0006834604
C05265,0.0028422978
C05266,-0.005895076
C05267,-0.011890412
C05268,0.0014120773
C05269,0.005469833
C05270,0.0015183536
C05271,0.004538001
C05272,0.015653353
C05273,0.0020130433
C05274,0.017880544
C05275,0.00024086027
C05276,-0.0002384953
C05279,-0.0005808717
C05280,-0.0032844616
C05281,-0.0047515696
C05284,-0.001842947
C05285,-0.0056999936
C05290,-0.010457713
C05291,0.00097433757
C05293,-0.005392301
C05294,0.0015288615
C05295,0.0031031244
C05296,-0.0010264495
C05297,0.00053669675
C05298,-0.012879135
C05299,-0.0022029276
C05300,0.0046246042
C05301,-0.021344885
C05302,0.0025404126
C05306,0.0011436602
C05307,0.00046712102
C05309,-0.01519718
C05324,0.0017942698
C05332,-0.0092318375
C05335,0.00059090793
C05336,7.408392e-05
C05337,-8.833199e-05
C05338,-0.017524336
C05340,-0.004230257
C05341,0.0037786039
C05345,0.017145732
C05349,0.005289588
C05350,-0.0039651315
C05356,-0.060470156
C05361,-0.0011421158
C05371,-0.0039269673
C05377,0.009536557
C05378,0.014641038
C05379,0.0026113193
C05380,-0.0143017545
C05381,0.019258613
C05382,0.0074936235
C05385,0.019221138
C05392,-0.002705712
C05396,0.00235436
C05399,-0.0027933386
C05400,-0.004791006
C05401,-0.017997606
C05402,-0.008217308
C05404,-0.0019196916
C05411,0.003343735
C05412,-0.009909872
C05422,-0.0042982893
C05427,0.0041591357
C05437,-0.0064967126
C05439,-0.0055899927
C05440,-0.008978045
C05441,0.002335292
C05442,0.0072268904
C05443,-0.007729183
C05444,-0.0006337359
C05445,0.0027498743
C05446,-0.0011678716
C05447,0.0038080048
C05448,-5.134032e-05
C05449,-0.0046323873
C05451,-0.0025387504
C05452,0.0016072507
C05453,0.0012581288
C05454,0.0032380926
C05455,-0.0009246367
C05460,-7.7996985e-05
C05465,-0.044827536
C05466,0.004453069
C05467,0.0017533161
C05468,0.007769786
C05469,0.0010961519
C05470,-0.00040585734
C05471,0.0018515956
C05472,-0.004192227
C05473,-0.001393686
C05474,0.006226477
C05475,-0.0016526821
C05476,0.0013156274
C05477,0.0024843493
C05478,-0.0033994592
C05479,-0.0014117379
C05480,0.007399262
C05481,-0.004497797
C05482,-0.0020310832
C05483,0.004097633
C05484,0.007565886
C05485,0.0021046274
C05487,-0.0062594055
C05488,0.0416345
C05489,0.0029463205
C05490,-0.00046201563
C05497,0.0045559825
C05498,0.0008523469
C05499,0.0010883361
C05500,-0.015939644
C05501,-0.0093032755
C05502,0.004862444
C05503,0.002947
C05504,0.0042938613
C05512,-0.059934173
C05513,0.007109501
C05515,0.011373183
C05516,-0.023724863
C05524,-0.0017515032
C05526,-0.00023600005
C05527,0.0028614649
C05528,-0.010292346
C05544,-0.0024996381
C05545,-0.0022111866
C05546,0.00033236365
C05548,-0.0034615772
C05551,-0.011140741
C05552,-0.00669448
C05565,-0.00013647578
C05568,0.011635904
C05570,-0.0023267837
C05571,-0.005702839
C05572,-0.002486567
C05575,-0.018492984
C05576,-0.0041941805
C05577,-0.0016613143
C05578,0.006822082
C05579,0.007256926
C05580,-0.0009100933
C05581,0.002663533
C05582,0.0059025744
C05583,0.005930383
C05584,0.003933171
C05585,-0.004316042
C05587,-0.017496863
C05588,0.0068270927
C05589,0.015105275
C05593,-0.0038444921
C05594,-0.019134872
C05595,-0.00666729
C05596,0.0014155766
C05598,0.002269536
C05600,-0.0105288
C05604,-0.008622868
C05606,-0.0056668743
C05607,-0.0011276646
C05620,-0.0004860151
C05629,-0.010423142
C05634,-0.0037522246
C05635,-0.009686921
C05636,-0.0063163782
C05637,0.0018009738
C05638,0.0064007742
C05639,9.912648e-05
C05640,0.0062374775
C05641,-0.0032893626
C05642,-0.0019397065
C05643,0.006252806
C05644,0.0015842814
C05645,0.0074203676
C05646,0.0067570806
C05647,0.00708407
C05648,-0.006899935
C05651,-0.0072284965
C05652,0.0021405881
C05653,-0.0011687919
C05654,-0.0064651477
C05655,-0.003581359
C05656,-0.0042946017
C05658,0.0014320577
C05659,-0.0019166674
C05660,-0.0023093773
C05663,0.0024561845
C05665,0.0025428275
C05668,-8.250761e-05
C05669,5.8605336e-05
C05670,0.0012414153
C05672,0.00014746992
C05673,0.0066320575
C05674,0.0017440743
C05675,-0.003083006
C05676,-0.0018291355
C05677,0.0027480873
C05678,-0.0027304995
C05679,0.01052797
C05680,-0.0031409238
C05681,-0.007253144
C05682,-0.0004020402
C05683,-0.000963766
C05684,-0.00020311959
C05686,0.0013729839
C05688,0.0044993064
C05689,-0.0031196857
C05690,-0.003856569
C05695,0.0036243792
C05697,-0.0034750965
C05698,-0.0013570774
C05699,0.0013515425
C05703,0.009646922
C05726,-0.011011649
C05727,-0.0061206645
C05729,0.0017033956
C05730,-0.0058222227
C05731,4.1985535e-05
C05744,3.7775375e-05
C05745,-0.005712678
C05746,0.0071783205
C05747,0.0043847207
C05748,-0.004510161
C05749,-0.006881042
C05750,0.0077034035
C05751,0.00031965435
C05752,0.00047142257
C05753,-0.0066126646
C05754,-0.00037357514
C05755,0.003982557
C05756,-0.0019110555
C05757,-0.0022246977
C05758,0.0028954484
C05759,-0.0076941517
C05760,0.0040267706
C05761,-0.00045310985
C05762,0.0050526154
C05763,-0.0076472303
C05764,-0.002677438
C05766,0.0001345023
C05767,-0.00016855355
C05768,-0.0013231881
C05769,0.0016220222
C05770,0.00078517525
C05772,0.0030490472
C05773,0.00048111856
C05774,0.0023246142
C05775,0.00021120324
C05776,0.0001218603
C05777,0.0009872362
C05778,0.0003876593
C05779,0.0009083124
C05780,0.0015770618
C05781,0.015868263
C05782,-0.0005163384
C05783,0.0003797823
C05784,-0.00041235785
C05785,-0.011569787
C05786,0.00049195427
C05787,0.00018646894
C05789,-0.00096692576
C05790,-0.00011940277
C05791,-0.00085030217
C05793,-0.0064898427
C05794,0.0010730899
C05795,0.0007795736
C05796,0.005477431
C05797,-0.023990065
C05798,0.00016728474
C05807,0.003077804
C05817,0.0003039891
C05819,-0.0099028805
C05822,-0.002879501
C05823,0.0038058301
C05824,-0.003230046
C05825,-0.007310557
C05827,-0.005729122
C05828,0.008122085
C05829,0.006073671
C05830,0.005307518
C05831,-0.003345076
C05832,0.0046649165
C05834,-0.0037017015
C05835,0.0017296083
C05837,0.006235188
C05840,0.014809516
C05841,0.006467348
C05842,-0.0058441903
C05843,0.0062044016
C05844,-0.0020149471
C05847,-0.0072501446
C05848,0.0005617483
C05849,0.0014286264
C05852,0.0043716775
C05853,0.0048219212
C05856,-0.010301535
C05859,0.007118472
C05912,-0.0010688942
C05913,0.006443397
C05914,-0.0019911216
C05915,-0.0070022237
C05916,0.0003170721
C05917,0.0024103906
C05921,-0.0026962413
C05922,-0.014524601
C05923,-0.0068328674
C05924,-0.009889208
C05925,-0.011553041
C05926,-0.000547122
C05927,0.009120584
C05931,0.0042646322
C05932,0.002504085
C05933,0.001584652
C05936,0.0017280476
C05938,-0.000870215
C05939,-0.00051172974
C05941,-0.00091636134
C05942,0.00032157818
C05944,-0.0049838517
C05945,0.0012865975
C05946,0.0011453446
C05947,0.00014091306
C05949,-0.0034539371
C05950,-0.006983239
C05951,-0.0060484684
C05952,0.10337512
C05953,-0.013598034
C05954,0.009653923
C05955,-0.008746006
C05956,0.015723769
C05957,-0.006766592
C05958,-0.018701999
C05959,0.0008175776
C05960,-0.0037480001
C05961,-0.0039073993
C05962,-0.0058562234
C05963,-0.025367793
C05964,0.010147983
C05965,-0.020728078
C05966,0.010404758
C05973,-0.008353252
C05974,0.0042629987
C05976,-0.003684118
C05977,0.0053076716
C05979,0.0025602141
C05980,0.0040343786
C05981,-0.2774024
C05983,0.0025180723
C05984,-0.0029825696
C05989,0.0040208413
C05993,0.0019074627
C05994,0.004402191
C05995,-0.002686199
C05996,-5.4461998e-05
C06002,0.0016094138
C06010,0.014233474
C06019,-0.0010881098
C06023,-0.01754411
C06027,0.00046719494
C06028,-0.001115722
C06037,-0.001144771
C06038,0.0022040585
C06040,0.0052022883
C06041,0.0036380375
C06042,-0.007858963
C06044,0.010486094
C06046,-0.018413581
C06047,-0.0003678382
C06048,-0.005481221
C06049,-0.01791817
C06050,-0.0068066465
C06051,-0.0020742007
C06052,-0.0044148266
C06054,-0.006520291
C06055,-0.0010331755
C06056,0.0025905785
C06058,0.020152064
C06062,-0.010751681
C06081,-0.018106986
C06108,0.007737956
C06112,0.009277804
C06113,0.004348349
C06118,0.0015672505
C06124,-0.037163157
C06125,-0.014400963
C06126,0.0111942
C06127,-0.016001696
C06128,-0.0042934013
C06142,0.0061133793
C06143,-0.0021727078
C06144,-0.009888764
C06145,-0.0011705258
C06146,0.0011158303
C06148,0.0031787923
C06153,0.017027795
C06156,-0.012423835
C06174,0.00087065226
C06178,0.011174237
C06186,0.0051652044
C06187,0.0018394295
C06188,-0.0008104467
C06192,-0.0009258678
C06193,-4.264308e-06
C06194,0.0025523384
C06195,-0.017796211
C06196,0.0009664807
C06197,0.0042973734
C06198,-0.00042337383
C06199,-0.0058945133
C06201,-0.002211569
C06205,-0.004414367
C06207,0.008890917
C06212,0.0023776134
C06213,-0.00017603952
C06215,-0.0015825932
C06227,0.004888012
C06229,-0.008069246
C06230,-0.0052710013
C06232,-0.0004739425
C06240,-0.0026145945
C06241,-0.0024983832
C06250,-0.00011104962
C06254,0.0016799942
C06268,-0.031011572
C06269,-0.00054608076
C06311,0.0075341603
C06313,-0.0020775378
C06314,-0.004716687
C06315,0.015828865
C06316,-0.0033540572
C06319,-0.0021890812
C06320,0.001958202
C06341,-0.0011111476
C06364,0.0018795158
C06365,-0.003329754
C06367,-0.0037798737
C06368,0.0012836497
C06376,0.013071995
C06377,-0.00089916144
C06399,-0.00013243966
C06400,0.006982713
C06406,-0.0013591785
C06407,4.0175277e-05
C06408,-0.00058683497
C06416,-0.0026957458
C06419,-0.0017298779
C06423,0.02074033
C06424,-0.006657107
C06425,-0.0040123733
C06426,0.016038448
C06427,0.00096195936
C06428,0.0010972295
C06429,0.014604202
C06433,-0.010701818
C06435,0.0014732822
C06441,0.0012918598
C06451,0.009022659
C06455,-0.002706773
C06456,-0.0024912802
C06457,0.0037489946
C06459,0.006021608
C06462,0.00582009
C06473,0.0033646817
C06481,0.009955971
C06482,-0.0027785015
C06503,-0.0008682015
C06504,-0.00096644217
C06505,-0.001180456
C06506,-0.0005414109
C06507,0.00072149874
C06508,0.002387933
C06509,0.0011790338
C06510,-0.0005889252
C06526,0.012788635
C06547,-0.0051588444
C06548,0.0013287342
C06570,0.0035079378
C06687,-0.0020814992
C06688,-0.0004979996
C06696,0.0011298242
C06697,-0.0052569867
C06705,0.0016588859
C06706,-0.0045704376
C06707,0.0044470527
C06735,0.007629572
C06752,-0.0017949913
C06754,-0.0052236784
C06755,-0.0008819677
C06767,0.00086657563
C06771,-0.015888061
C06772,0.0073635615
C06790,-0.036061265
C06793,0.01641042
C06800,-0.02995097
C06804,-0.007608851
C06810,-0.000350815
C06837,0.006020282
C06865,-0.0003900567
C06866,0.01902542
C06868,-0.01517592
C06880,-0.007948836
C06890,-0.0055886414
C06892,-0.0035267188
C06893,-0.0107368175
C06899,0.003909593
C06916,0.067968555
C06956,0.002274209
C06986,-0.0026939095
C06999,0.0012810866
C07014,-0.00074774085
C07020,-0.06172268
C07047,0.0007575508
C07051,0.007849766
C07054,0.00448635
C07056,-0.034497883
C07065,-0.0049149888
C07073,0.0008705425
C07086,0.00015438558
C07108,0.00067361724
C07122,0.0016306236
C07130,-0.008059666
C07151,0.05101342
C07163,-0.0022595942
C07184,0.00027959142
C07185,0.019168478
C07201,0.0011102819
C07207,0.0035229516
C07210,0.00029363553
C07240,0.0011857005
C07289,0.0013098659
C07294,-0.043173682
C07295,-0.027579445
C07308,0.008667124
C07335,-0.0036016467
C07338,-0.0053746505
C07354,-0.0019006012
C07394,0.0026716907
C07434,0.006991458
C07446,0.0032020651
C07447,0.002826957
C07480,-0.0013871071
C07481,0.0062283548
C07490,0.0031714267
C07492,0.0011299575
C07493,-0.009922436
C07495,-1.1506025e-05
C07496,-0.017571088
C07501,-0.001836966
C07512,-0.0004235726
C07535,-0.08838329
C07557,-0.008680732
C07572,0.00807811
C07585,-0.004788695
C07593,0.0007273089
C07600,-0.0103717465
C07639,0.026559966
C07641,-0.00406112
C07643,-0.0011642838
C07644,-0.0008275667
C07645,-0.00783993
C07646,0.0057454444
C07647,-0.0056913123
C07648,-0.009427536
C07649,-0.0020450694
C07653,-0.022843087
C07660,-0.017878335
C07662,0.0046045743
C07663,-0.0017002115
C07712,-0.0029898458
C07888,-0.016544327
C07909,-0.13864064
C07966,-0.0027716053
C08012,-0.002646476
C08150,0.0040234877
C08262,-0.011112086
C08276,0.004302541
C08281,0.012473323
C08313,0.0019227134
C08316,-0.0013165772
C08320,0.0068001593
C08323,0.0012302177
C08357,-0.007335058
C08358,0.001071485
C08359,-0.005939768
C08362,-4.313886e-06
C08439,-0.0033026622
C08491,0.0013527703
C08492,-0.005891702
C08813,-0.01070378
C08821,0.00523731
C08822,0.0016258575
C08830,-0.006179164
C09155,0.0017095224
C09179,-0.019547861
C09306,-0.0047951303
C09332,-0.0033150385
C09731,0.008421362
C09844,0.0058929427
C09955,-0.00080530846
C10164,-0.0052392883
C10447,0.0018481502
C10497,0.012347845
C10793,0.008928754
C10998,-0.0013300092
C11004,0.0005752852
C11036,-0.0003545666
C11038,-0.0007987155
C11039,-0.0011476028
C11042,-0.03877569
C11045,0.012958067
C11061,-0.00047158857
C11062,0.004169983
C11088,-0.0045995484
C11131,-0.00020409876
C11132,-0.0055124247
C11133,0.0073950994
C11134,-0.0013989666
C11135,-0.015000815
C11136,-0.0043616043
C11142,0.0028350446
C11143,-3.390381e-05
C11145,-0.0011194173
C11148,0.012015294
C11149,-0.009780096
C11150,-0.07569922
C11158,-0.0033140662
C11173,-0.0011284024
C11174,-0.012463129
C11221,-0.004292395
C11231,0.005295194
C11242,0.0012171058
C11243,-0.0020539965
C11245,0.0036344887
C11277,-0.0027858778
C11278,-0.0027211925
C11310,-0.04417114
C11355,0.00034993736
C11363,-0.0008691596
C11371,-0.06411194
C11376,0.0064008264
C11378,-0.0030313348
C11434,0.0019486515
C11435,-0.00676194
C11436,0.0025915508
C11437,-0.0005907836
C11453,0.0005465809
C11455,0.00074206665
C11457,0.00023654872
C11472,-0.033445504
C11481,0.006089125
C11499,0.001317256
C11508,0.004750902
C11512,-0.0031999573
C11516,-0.0014772252
C11521,-0.006977876
C11522,-0.0059635863
C11523,-0.0082466705
C11526,-0.0015907524
C11537,0.0044499347
C11538,-0.00057998067
C11540,-0.00032042642
C11542,-0.004118882
C11543,-0.0046919766
C11544,0.0029501754
C11545,-0.0012253178
C11554,0.015329283
C11555,-0.010147205
C11556,0.0151346205
C11557,0.045856502
C11583,-0.003378672
C11587,0.0022310524
C11588,0.0042532254
C11596,-0.0022281965
C11612,-0.0034690055
C11630,-0.002389719
C11638,0.004514975
C11695,0.014103422
C11713,-0.0016698339
C11714,8.467649e-05
C11736,-0.0044836425
C11754,-0.004141433
C11785,-0.00023063272
C11811,-0.011914381
C11821,0.077692814
C11829,0.0010290026
C11830,0.00027442118
C11831,0.00017817598
C11832,-0.0005624532
C11850,-8.284231e-05
C11851,-0.006538498
C11906,0.006149284
C12083,-0.0015407492
C12126,0.0017108286
C12144,-0.02440593
C12145,0.009399445
C12147,0.0002623562
C12248,-0.0064545744
C12270,-0.012043703
C12271,-0.013801269
C12272,0.021361785
C12283,0.011808739
C12284,-0.0030927847
C12285,0.007607746
C12455,0.0027508736
C12505,0.0013746659
C12560,0.0013235528
C12621,0.003312002
C12622,-0.0042751897
C12623,-0.004464875
C12624,-0.0001199363
C12650,0.008643586
C12673,-0.0058988445
C12739,-0.005327394
C12981,-0.005512353
C13050,-0.002844131
C13051,-0.0147291245
C13202,-0.000114056515
C13252,0.0017100982
C13309,0.0021315326
C13482,-0.0020235507
C13508,0.0003620174
C13550,0.0005331419
C13624,0.004218713
C13712,0.003809976
C13713,-0.005494497
C13747,-0.0021092237
C13768,0.00135763
C13809,-0.007659856
C13856,-0.023136074
C13952,-0.0077376505
C14039,-0.0035585824
C14040,-0.0034324585
C14144,-0.008837125
C14145,0.0038099673
C14151,0.003031302
C14152,-0.0022598198
C14153,0.0021464783
C14154,-0.001299313
C14155,0.003179089
C14156,0.0011375514
C14179,0.0035332125
C14209,0.0046181073
C14240,-0.00031358586
C14453,0.0018514893
C14556,-0.0011527648
C14573,0.0063100494
C14592,-0.0026657495
C14701,0.028912531
C14704,0.00023094635
C14717,-0.003389925
C14732,-0.0019933379
C14748,-0.011138578
C14749,0.0037822768
C14762,-0.014595712
C14765,-0.0015963198
C14766,-0.0020256215
C14767,-0.0059313667
C14768,-0.006990381
C14769,-0.021627117
C14770,0.013089875
C14771,0.001309894
C14772,0.011914622
C14773,0.0012381494
C14774,0.009670748
C14775,0.0108214775
C14776,0.0003205349
C14777,-0.015579283
C14778,0.0026209734
C14779,-0.012731502
C14780,0.0071416353
C14781,0.0049139014
C14782,0.009023055
C14783,0.0014484008
C14784,0.0013887852
C14785,-0.0047790688
C14786,-0.002905663
C14787,-0.0025436508
C14788,0.0066249156
C14789,0.011380859
C14790,0.00041955887
C14791,0.010477422
C14792,-0.0014443739
C14793,0.001813228
C14794,0.0023193269
C14795,-0.0020994414
C14796,-0.009211893
C14797,0.0005786123
C14798,0.0081495885
C14799,-0.006182257
C14800,-0.0033279895
C14801,-0.0035414041
C14802,0.0016403317
C14803,-0.0020132994
C14804,-0.001718692
C14805,0.0030984906
C14806,-0.002527926
C14807,-0.0071791923
C14808,0.008414226
C14809,-0.005528996
C14810,-0.0035557172
C14811,-0.0075869923
C14812,-0.00985243
C14813,0.00990222
C14814,0.0062828986
C14815,-0.0075422414
C14818,-0.011482137
C14819,0.0046791625
C14820,0.005360741
C14821,0.012561336
C14822,0.011658213
C14823,-0.004650901
C14824,-0.0010898127
C14825,-0.0023598354
C14826,0.00197407
C14827,-0.0045707407
C14828,-0.0045574363
C14829,-0.0017768613
C14831,-0.0105967345
C14832,-0.0021512818
C14833,-0.0020866112
C14834,0.00017057499
C14835,0.0020155679
C14836,-0.007850582
C14837,-0.0018466464
C14839,-0.003720499
C14840,-0.0034924638
C14841,0.013045348
C14842,-0.0072647845
C14843,-0.003905028
C14844,-0.00038606144
C14845,0.0038381456
C14846,-0.0013900858
C14847,-0.0035900725
C14848,0.0037761661
C14849,0.007438488
C14850,-0.013933588
C14851,-0.018253429
C14852,-0.047370307
C14853,0.01313748
C14854,0.004707706
C14855,0.0094279405
C14856,0.008846588
C14857,-0.0076426514
C14858,-0.0039753434
C14859,-0.0013113185
C14860,0.002000462
C14861,-0.0023802442
C14862,-0.008311941
C14863,0.003171856
C14864,-0.0037297052
C14865,-0.009216955
C14866,-0.0023213
C14867,-0.0032734463
C14868,0.00025368197
C14869,-0.0030518887
C14870,0.0050309724
C14871,-0.0015689598
C14872,0.001824768
C14873,0.0012387212
C14874,-0.006781565
C14875,0.002946664
C14876,0.0035041582
C14877,-0.00053305656
C14899,0.010270378
C15231,0.039054453
C15492,-0.00063701125
C15493,0.020215685
C15518,0.00050544133
C15519,0.0032268062
C15520,-0.0067893346
C15521,-0.020924835
C15522,0.0020913442
C15523,-0.005415924
C15524,-0.0074665044
C15532,-0.0033657078
C15547,0.0012351936
C15556,0.0044141393
C15563,0.0008701447
C15606,0.0011611636
C15607,0.002238906
C15610,0.010250356
C15613,0.0033876554
C15614,-0.0050562746
C15645,0.0072079413
C15646,-0.007575759
C15647,-0.010322148
C15650,-0.0036952114
C15651,0.010403832
C15667,0.022879336
C15670,0.0037114471
C15672,-0.0034493003
C15699,0.001491775
C15700,0.007232853
C15719,-0.0082544545
C15767,0.0015987032
C15776,-0.00028171367
C15777,0.00087981205
C15780,0.001570184
C15781,0.0007119508
C15782,-0.006645205
C15783,-0.000293524
C15808,0.0004003112
C15809,0.008972537
C15810,0.003048264
C15811,0.014206583
C15812,0.0022811354
C15813,-0.012795677
C15814,0.009719732
C15816,0.0043529538
