0,fanin,fanout,degree
C11713,1.0,1.0,2.0
C11714,1.0,1.0,2.0
C11736,1.0,1.0,2.0
C11754,1.0,1.0,2.0
C11785,1.0,1.0,2.0
C11811,1.0,1.0,2.0
C11821,1.0,1.0,2.0
C11829,1.0,1.0,2.0
C11830,1.0,1.0,2.0
C11831,1.0,1.0,2.0
C11832,1.0,1.0,2.0
C11850,1.0,1.0,2.0
C11851,1.0,1.0,2.0
C11906,1.0,1.0,2.0
C12083,1.0,1.0,2.0
C12126,2.0,1.0,3.0
C12144,1.0,1.0,2.0
C12145,1.0,1.0,2.0
C12147,1.0,1.0,2.0
C12248,1.0,1.0,2.0
C12270,1.0,1.0,2.0
C12271,2.0,1.0,3.0
C12272,1.0,1.0,2.0
C12283,1.0,1.0,2.0
C12284,2.0,1.0,3.0
C12285,1.0,1.0,2.0
C12455,1.0,1.0,2.0
C12505,1.0,1.0,2.0
C12560,1.0,1.0,2.0
C12621,1.0,1.0,2.0
C12622,1.0,1.0,2.0
C12623,1.0,1.0,2.0
C12624,1.0,1.0,2.0
C12650,1.0,1.0,2.0
C12673,1.0,1.0,2.0
C12739,1.0,1.0,2.0
C12981,1.0,1.0,2.0
C13050,4.0,1.0,5.0
C13051,2.0,1.0,3.0
C13202,1.0,1.0,2.0
C13252,1.0,1.0,2.0
C13309,1.0,1.0,2.0
C13482,1.0,1.0,2.0
C13508,1.0,1.0,2.0
C13550,1.0,1.0,2.0
C13624,1.0,1.0,2.0
C13712,1.0,1.0,2.0
C13713,1.0,1.0,2.0
C13747,1.0,1.0,2.0
C13768,1.0,1.0,2.0
C13809,1.0,1.0,2.0
C13856,3.0,1.0,4.0
C13952,1.0,1.0,2.0
C14039,1.0,1.0,2.0
C14040,1.0,1.0,2.0
C14144,1.0,1.0,2.0
C14145,1.0,1.0,2.0
C14151,1.0,1.0,2.0
C14152,1.0,1.0,2.0
C14153,1.0,1.0,2.0
C14154,1.0,1.0,2.0
C14155,1.0,1.0,2.0
C14156,1.0,1.0,2.0
C14179,1.0,1.0,2.0
C14209,2.0,1.0,3.0
C14240,1.0,1.0,2.0
C14453,1.0,1.0,2.0
C14556,2.0,1.0,3.0
C14573,1.0,1.0,2.0
C14592,1.0,1.0,2.0
C14701,1.0,1.0,2.0
C14704,1.0,1.0,2.0
C14717,1.0,1.0,2.0
C14732,1.0,1.0,2.0
C14748,2.0,1.0,3.0
C14749,1.0,1.0,2.0
C14762,2.0,1.0,3.0
C14765,1.0,1.0,2.0
C14766,1.0,1.0,2.0
C14767,2.0,1.0,3.0
C14768,5.0,1.0,6.0
C14769,5.0,1.0,6.0
C14770,4.0,1.0,5.0
C14771,3.0,1.0,4.0
C14772,2.0,1.0,3.0
C14773,2.0,1.0,3.0
C14774,2.0,1.0,3.0
C14775,2.0,1.0,3.0
C14776,2.0,1.0,3.0
C14777,3.0,1.0,4.0
C14778,1.0,1.0,2.0
C14779,1.0,1.0,2.0
C14780,1.0,1.0,2.0
C14781,1.0,1.0,2.0
C14782,1.0,1.0,2.0
C14783,2.0,1.0,3.0
C14784,1.0,1.0,2.0
C14785,1.0,1.0,2.0
C14786,1.0,1.0,2.0
C14787,1.0,1.0,2.0
C14788,1.0,1.0,2.0
C14789,1.0,1.0,2.0
C14790,1.0,1.0,2.0
C14791,1.0,1.0,2.0
C14792,1.0,1.0,2.0
C14793,1.0,1.0,2.0
C14794,1.0,1.0,2.0
C14795,1.0,1.0,2.0
C14796,1.0,1.0,2.0
C14797,1.0,1.0,2.0
C14798,1.0,1.0,2.0
C14799,1.0,1.0,2.0
C14800,1.0,1.0,2.0
C14801,1.0,1.0,2.0
C14802,1.0,1.0,2.0
C14803,1.0,1.0,2.0
C14804,1.0,1.0,2.0
C14805,1.0,1.0,2.0
C14806,1.0,1.0,2.0
C14807,1.0,1.0,2.0
C14808,1.0,1.0,2.0
C14809,1.0,1.0,2.0
C14810,1.0,1.0,2.0
C14811,1.0,1.0,2.0
C14812,2.0,1.0,3.0
C14813,1.0,1.0,2.0
C14814,1.0,1.0,2.0
C14815,1.0,1.0,2.0
C14818,6.0,1.0,7.0
C14819,4.0,1.0,5.0
C14820,2.0,1.0,3.0
C14821,2.0,1.0,3.0
C14822,2.0,1.0,3.0
C14823,2.0,1.0,3.0
C14824,1.0,1.0,2.0
C14825,1.0,1.0,2.0
C14826,1.0,1.0,2.0
C14827,1.0,1.0,2.0
C14828,1.0,1.0,2.0
C14829,1.0,1.0,2.0
C14831,1.0,1.0,2.0
C14832,1.0,1.0,2.0
C14833,1.0,1.0,2.0
C14834,1.0,1.0,2.0
C14835,1.0,1.0,2.0
C14836,1.0,1.0,2.0
C14837,1.0,1.0,2.0
C14839,1.0,1.0,2.0
C14840,1.0,1.0,2.0
C14841,1.0,1.0,2.0
C14842,1.0,1.0,2.0
C14843,1.0,1.0,2.0
C14844,1.0,1.0,2.0
C14845,1.0,1.0,2.0
C14846,1.0,1.0,2.0
C14847,1.0,1.0,2.0
C14848,1.0,1.0,2.0
C14849,2.0,1.0,3.0
C14850,3.0,1.0,4.0
C14851,2.0,1.0,3.0
C14852,3.0,1.0,4.0
C14853,2.0,1.0,3.0
C14854,2.0,1.0,3.0
C14855,2.0,1.0,3.0
C14856,2.0,1.0,3.0
C14857,1.0,1.0,2.0
C14858,1.0,1.0,2.0
C14859,1.0,1.0,2.0
C14860,1.0,1.0,2.0
C14861,1.0,1.0,2.0
C14862,1.0,1.0,2.0
C14863,1.0,1.0,2.0
C14864,1.0,1.0,2.0
C14865,1.0,1.0,2.0
C14866,1.0,1.0,2.0
C14867,1.0,1.0,2.0
C14868,1.0,1.0,2.0
C14869,1.0,1.0,2.0
C14870,1.0,1.0,2.0
C14871,1.0,1.0,2.0
C14872,1.0,1.0,2.0
C14873,1.0,1.0,2.0
C14874,2.0,1.0,3.0
C14875,1.0,1.0,2.0
C14876,1.0,1.0,2.0
C14877,1.0,1.0,2.0
C14899,2.0,1.0,3.0
C15231,2.0,1.0,3.0
C15492,1.0,1.0,2.0
C15493,8.0,1.0,9.0
C15518,1.0,1.0,2.0
C15519,1.0,1.0,2.0
C15520,1.0,1.0,2.0
C15521,2.0,1.0,3.0
C15522,1.0,1.0,2.0
C15523,1.0,1.0,2.0
C15524,1.0,1.0,2.0
C15532,1.0,1.0,2.0
C15547,1.0,1.0,2.0
C15556,1.0,1.0,2.0
C15563,1.0,1.0,2.0
C15606,1.0,1.0,2.0
C15607,1.0,1.0,2.0
C15610,2.0,1.0,3.0
C15613,1.0,1.0,2.0
C15614,1.0,1.0,2.0
C15645,1.0,1.0,2.0
C15646,1.0,1.0,2.0
C15647,1.0,1.0,2.0
C15650,1.0,1.0,2.0
C15651,1.0,1.0,2.0
C15667,1.0,1.0,2.0
C15670,1.0,1.0,2.0
C15672,1.0,1.0,2.0
C15699,1.0,1.0,2.0
C15700,1.0,1.0,2.0
C15719,1.0,1.0,2.0
C15767,1.0,1.0,2.0
C15776,1.0,1.0,2.0
C15777,1.0,1.0,2.0
C15780,1.0,1.0,2.0
C15781,1.0,1.0,2.0
C15782,1.0,1.0,2.0
C15783,1.0,1.0,2.0
C15808,1.0,1.0,2.0
C15809,1.0,1.0,2.0
C15810,1.0,1.0,2.0
C15811,1.0,1.0,2.0
C15812,1.0,1.0,2.0
C15813,1.0,1.0,2.0
C15814,1.0,1.0,2.0
C15816,1.0,1.0,2.0
C15848,1.0,1.0,2.0
C15849,1.0,1.0,2.0
C15850,2.0,1.0,3.0
C15851,1.0,1.0,2.0
C15852,1.0,1.0,2.0
C15882,1.0,1.0,2.0
C15883,1.0,1.0,2.0
C15890,1.0,1.0,2.0
C15891,1.0,1.0,2.0
C15915,1.0,1.0,2.0
C15923,1.0,1.0,2.0
C15924,1.0,1.0,2.0
C15925,2.0,1.0,3.0
C15926,1.0,1.0,2.0
C15930,2.0,1.0,3.0
C15972,5.0,1.0,6.0
C15973,5.0,1.0,6.0
C15986,1.0,1.0,2.0
C15987,1.0,1.0,2.0
C15995,2.0,1.0,3.0
C15996,1.0,1.0,2.0
C16038,4.0,1.0,5.0
C16041,1.0,1.0,2.0
C16114,1.0,1.0,2.0
C16138,2.0,1.0,3.0
C16150,1.0,1.0,2.0
C16151,1.0,1.0,2.0
C16152,1.0,1.0,2.0
C16153,1.0,1.0,2.0
C16154,1.0,1.0,2.0
C16155,1.0,1.0,2.0
C16156,1.0,1.0,2.0
C16157,1.0,1.0,2.0
C16159,1.0,1.0,2.0
C16160,1.0,1.0,2.0
C16161,1.0,1.0,2.0
C16162,1.0,1.0,2.0
C16163,1.0,1.0,2.0
C16164,1.0,1.0,2.0
C16165,1.0,1.0,2.0
C16166,1.0,1.0,2.0
C16167,1.0,1.0,2.0
C16168,1.0,1.0,2.0
C16169,1.0,1.0,2.0
C16170,2.0,1.0,3.0
C16171,1.0,1.0,2.0
C16172,1.0,1.0,2.0
C16173,1.0,1.0,2.0
C16179,1.0,1.0,2.0
C16180,1.0,1.0,2.0
C16183,1.0,1.0,2.0
C16186,1.0,1.0,2.0
C16219,1.0,1.0,2.0
C16220,1.0,1.0,2.0
C16221,1.0,1.0,2.0
C16238,1.0,1.0,2.0
C16241,1.0,1.0,2.0
C16242,1.0,1.0,2.0
C16243,1.0,1.0,2.0
C16244,1.0,1.0,2.0
C16254,1.0,1.0,2.0
C16255,3.0,1.0,4.0
C16300,1.0,1.0,2.0
C16308,1.0,1.0,2.0
C16309,1.0,1.0,2.0
C16310,1.0,1.0,2.0
C16311,1.0,1.0,2.0
C16316,1.0,1.0,2.0
C16317,1.0,1.0,2.0
C16318,1.0,1.0,2.0
C16319,1.0,1.0,2.0
C16320,1.0,1.0,2.0
C16321,1.0,1.0,2.0
C16322,1.0,1.0,2.0
C16323,1.0,1.0,2.0
C16324,1.0,1.0,2.0
C16325,1.0,1.0,2.0
C16326,1.0,1.0,2.0
C16327,1.0,1.0,2.0
C16328,1.0,1.0,2.0
C16330,1.0,1.0,2.0
C16331,1.0,1.0,2.0
C16332,1.0,1.0,2.0
C16334,1.0,1.0,2.0
C16335,1.0,1.0,2.0
C16336,1.0,1.0,2.0
C16338,1.0,1.0,2.0
C16339,1.0,1.0,2.0
C16341,1.0,1.0,2.0
C16342,1.0,1.0,2.0
C16343,1.0,1.0,2.0
C16344,1.0,1.0,2.0
C16345,1.0,1.0,2.0
C16346,1.0,1.0,2.0
C16352,1.0,1.0,2.0
C16353,1.0,1.0,2.0
C16355,1.0,1.0,2.0
C16356,1.0,1.0,2.0
C16357,1.0,1.0,2.0
C16358,1.0,1.0,2.0
C16359,1.0,1.0,2.0
C16360,1.0,1.0,2.0
C16361,1.0,1.0,2.0
C16362,1.0,1.0,2.0
C16363,1.0,1.0,2.0
C16364,1.0,1.0,2.0
C16365,1.0,1.0,2.0
C16366,1.0,1.0,2.0
C16390,1.0,1.0,2.0
C16421,1.0,1.0,2.0
C16452,1.0,1.0,2.0
C16453,4.0,1.0,5.0
C16510,1.0,1.0,2.0
C16511,1.0,1.0,2.0
C16512,1.0,1.0,2.0
C16513,1.0,1.0,2.0
C16514,2.0,1.0,3.0
C16515,2.0,1.0,3.0
C16516,1.0,1.0,2.0
C16517,1.0,1.0,2.0
C16518,1.0,1.0,2.0
C16519,1.0,1.0,2.0
C16520,1.0,1.0,2.0
C16521,1.0,1.0,2.0
C16522,1.0,1.0,2.0
C16525,1.0,1.0,2.0
C16526,1.0,1.0,2.0
C16527,2.0,1.0,3.0
C16528,1.0,1.0,2.0
C16529,1.0,1.0,2.0
C16530,1.0,1.0,2.0
C16531,1.0,1.0,2.0
C16532,1.0,1.0,2.0
C16533,1.0,1.0,2.0
C16540,1.0,1.0,2.0
C16541,1.0,1.0,2.0
C16542,1.0,1.0,2.0
C16543,1.0,1.0,2.0
C16544,1.0,1.0,2.0
C16545,1.0,1.0,2.0
C16546,1.0,1.0,2.0
C16547,1.0,1.0,2.0
C16548,1.0,1.0,2.0
C16549,1.0,1.0,2.0
C16550,1.0,1.0,2.0
C16551,1.0,1.0,2.0
C16552,1.0,1.0,2.0
C16553,1.0,1.0,2.0
C16554,1.0,1.0,2.0
C16555,1.0,1.0,2.0
C16556,1.0,1.0,2.0
C16557,1.0,1.0,2.0
C16558,1.0,1.0,2.0
C16559,1.0,1.0,2.0
C16560,1.0,1.0,2.0
C16561,1.0,1.0,2.0
C16562,1.0,1.0,2.0
C16563,1.0,1.0,2.0
C16564,1.0,1.0,2.0
C16565,1.0,1.0,2.0
C16566,1.0,1.0,2.0
C16567,1.0,1.0,2.0
C16568,1.0,1.0,2.0
C16569,1.0,1.0,2.0
C16570,1.0,1.0,2.0
C16571,1.0,1.0,2.0
C16572,1.0,1.0,2.0
C16576,1.0,1.0,2.0
C16577,1.0,1.0,2.0
C16578,2.0,1.0,3.0
C16582,1.0,1.0,2.0
C16584,1.0,1.0,2.0
C16586,1.0,1.0,2.0
C16587,1.0,1.0,2.0
C16591,1.0,1.0,2.0
C16592,1.0,1.0,2.0
C16595,1.0,1.0,2.0
C16596,1.0,1.0,2.0
C16601,1.0,1.0,2.0
C16602,1.0,1.0,2.0
C16603,1.0,1.0,2.0
C16604,1.0,1.0,2.0
C16605,1.0,1.0,2.0
C16606,1.0,1.0,2.0
C16607,1.0,1.0,2.0
C16608,1.0,1.0,2.0
C16609,1.0,1.0,2.0
C16610,1.0,1.0,2.0
C16612,1.0,1.0,2.0
C16613,1.0,1.0,2.0
C16614,1.0,1.0,2.0
C16615,1.0,1.0,2.0
C16616,1.0,1.0,2.0
C16617,1.0,1.0,2.0
C16618,1.0,1.0,2.0
C16619,1.0,1.0,2.0
C16620,1.0,1.0,2.0
C16621,1.0,1.0,2.0
C16622,1.0,1.0,2.0
C16623,1.0,1.0,2.0
C16624,1.0,1.0,2.0
C16625,1.0,1.0,2.0
C16630,1.0,1.0,2.0
C16631,1.0,1.0,2.0
C16632,1.0,1.0,2.0
C16633,1.0,1.0,2.0
C16634,1.0,1.0,2.0
C16635,1.0,1.0,2.0
C16638,2.0,1.0,3.0
C16641,1.0,1.0,2.0
C16643,2.0,1.0,3.0
C16645,1.0,1.0,2.0
C16648,1.0,1.0,2.0
C16649,1.0,1.0,2.0
C16650,1.0,1.0,2.0
C16651,1.0,1.0,2.0
C16652,1.0,1.0,2.0
C16653,1.0,1.0,2.0
C16654,1.0,1.0,2.0
C16655,1.0,1.0,2.0
C16656,1.0,1.0,2.0
C16657,1.0,1.0,2.0
C16658,1.0,1.0,2.0
C16659,1.0,1.0,2.0
C16660,1.0,1.0,2.0
C16661,1.0,1.0,2.0
C16662,1.0,1.0,2.0
C16663,1.0,1.0,2.0
C16664,1.0,1.0,2.0
C16673,1.0,1.0,2.0
C16674,1.0,1.0,2.0
C16675,1.0,1.0,2.0
C16677,1.0,1.0,2.0
C16678,1.0,1.0,2.0
C16679,1.0,1.0,2.0
C16680,1.0,1.0,2.0
C16681,1.0,1.0,2.0
C16682,1.0,1.0,2.0
C16683,1.0,1.0,2.0
C16688,1.0,1.0,2.0
C16692,1.0,1.0,2.0
C16695,1.0,1.0,2.0
C16698,1.0,1.0,2.0
C16737,1.0,1.0,2.0
C16741,1.0,1.0,2.0
C16756,1.0,1.0,2.0
C16826,1.0,1.0,2.0
C16844,12.0,1.0,13.0
C16845,5.0,1.0,6.0
C16999,1.0,1.0,2.0
C17010,1.0,1.0,2.0
C17017,1.0,1.0,2.0
C17018,1.0,1.0,2.0
C17022,1.0,1.0,2.0
C17027,1.0,1.0,2.0
C17203,1.0,1.0,2.0
C17267,1.0,1.0,2.0
C17269,1.0,1.0,2.0
C17279,1.0,1.0,2.0
C17322,1.0,1.0,2.0
C17326,1.0,1.0,2.0
C17327,1.0,1.0,2.0
C17328,1.0,1.0,2.0
C17331,1.0,1.0,2.0
C17332,1.0,1.0,2.0
C17333,1.0,1.0,2.0
C17335,1.0,1.0,2.0
C17336,1.0,1.0,2.0
C17337,1.0,1.0,2.0
C17339,1.0,1.0,2.0
C17343,1.0,1.0,2.0
C17345,1.0,1.0,2.0
C17346,1.0,1.0,2.0
C17401,1.0,1.0,2.0
C17412,1.0,1.0,2.0
C17432,1.0,1.0,2.0
C17530,1.0,1.0,2.0
C17551,1.0,1.0,2.0
C17552,1.0,1.0,2.0
C17554,1.0,1.0,2.0
C17559,1.0,1.0,2.0
C17570,1.0,1.0,2.0
C17755,1.0,1.0,2.0
C17935,1.0,1.0,2.0
C17936,1.0,1.0,2.0
C17937,1.0,1.0,2.0
C17938,1.0,1.0,2.0
C17940,1.0,1.0,2.0
C17941,1.0,1.0,2.0
C17942,1.0,1.0,2.0
C17943,1.0,1.0,2.0
C17944,1.0,1.0,2.0
C17945,1.0,1.0,2.0
C17947,1.0,1.0,2.0
C17948,1.0,1.0,2.0
C17949,1.0,1.0,2.0
C17950,1.0,1.0,2.0
C17951,1.0,1.0,2.0
C17952,1.0,1.0,2.0
C17960,1.0,1.0,2.0
C17961,1.0,1.0,2.0
C17962,1.0,1.0,2.0
C18021,1.0,1.0,2.0
C18022,1.0,1.0,2.0
C18026,1.0,1.0,2.0
C18028,1.0,1.0,2.0
C18038,1.0,1.0,2.0
C18039,1.0,1.0,2.0
C18040,1.0,1.0,2.0
C18041,1.0,1.0,2.0
C18042,1.0,1.0,2.0
C18043,1.0,1.0,2.0
C18044,1.0,1.0,2.0
C18045,1.0,1.0,2.0
C18049,1.0,1.0,2.0
C18059,1.0,1.0,2.0
C18060,1.0,1.0,2.0
C18064,1.0,1.0,2.0
C18075,1.0,1.0,2.0
C18094,1.0,1.0,2.0
C18096,1.0,1.0,2.0
C18098,1.0,1.0,2.0
C18125,1.0,1.0,2.0
C18126,1.0,1.0,2.0
C18129,1.0,1.0,2.0
C18131,1.0,1.0,2.0
C18132,1.0,1.0,2.0
C18133,1.0,1.0,2.0
C18134,1.0,1.0,2.0
C18135,1.0,1.0,2.0
C18151,1.0,1.0,2.0
C18152,1.0,1.0,2.0
C18153,1.0,1.0,2.0
C18154,1.0,1.0,2.0
C18155,1.0,1.0,2.0
C18156,1.0,1.0,2.0
C18157,1.0,1.0,2.0
C18160,1.0,1.0,2.0
C18161,1.0,1.0,2.0
C18162,1.0,1.0,2.0
C18163,1.0,1.0,2.0
C18168,1.0,1.0,2.0
C18169,1.0,1.0,2.0
C18172,1.0,1.0,2.0
C18174,1.0,1.0,2.0
C18205,1.0,1.0,2.0
C18231,1.0,1.0,2.0
C18232,1.0,1.0,2.0
C18237,2.0,1.0,3.0
C18239,2.0,1.0,3.0
C18287,1.0,1.0,2.0
C18319,1.0,1.0,2.0
C18321,1.0,1.0,2.0
C18324,1.0,1.0,2.0
C18326,1.0,1.0,2.0
C18802,1.0,1.0,2.0
C18870,1.0,1.0,2.0
C18871,1.0,1.0,2.0
C18872,1.0,1.0,2.0
C18893,1.0,1.0,2.0
C18902,1.0,1.0,2.0
C18904,1.0,1.0,2.0
C18905,1.0,1.0,2.0
C18910,1.0,1.0,2.0
C18911,1.0,1.0,2.0
C18933,1.0,1.0,2.0
C19164,1.0,1.0,2.0
C19171,1.0,1.0,2.0
C19180,1.0,1.0,2.0
C19190,1.0,1.0,2.0
C19255,1.0,1.0,2.0
C19317,1.0,1.0,2.0
C19378,1.0,1.0,2.0
C19488,2.0,1.0,3.0
C19489,2.0,1.0,3.0
C19490,2.0,1.0,3.0
C19525,1.0,1.0,2.0
C19559,2.0,1.0,3.0
C19561,2.0,1.0,3.0
C19562,2.0,1.0,3.0
C19563,2.0,1.0,3.0
C19564,2.0,1.0,3.0
C19565,2.0,1.0,3.0
C19566,2.0,1.0,3.0
C19567,3.0,1.0,4.0
C19568,2.0,1.0,3.0
C19569,3.0,1.0,4.0
C19574,2.0,1.0,3.0
C19577,2.0,1.0,3.0
C19578,2.0,1.0,3.0
C19579,2.0,1.0,3.0
C19580,2.0,1.0,3.0
C19581,2.0,1.0,3.0
C19582,2.0,1.0,3.0
C19585,1.0,1.0,2.0
C19586,2.0,1.0,3.0
C19588,1.0,1.0,2.0
C19589,1.0,1.0,2.0
C19590,1.0,1.0,2.0
C19591,1.0,1.0,2.0
C19592,1.0,1.0,2.0
C19594,1.0,1.0,2.0
C19595,1.0,1.0,2.0
C19596,1.0,1.0,2.0
C19602,2.0,1.0,3.0
C19603,2.0,1.0,3.0
C19604,1.0,1.0,2.0
C19605,2.0,1.0,3.0
C19606,2.0,1.0,3.0
C19607,1.0,1.0,2.0
C19608,1.0,1.0,2.0
C19609,1.0,1.0,2.0
C19610,1.0,1.0,2.0
C19631,1.0,1.0,2.0
C19673,1.0,1.0,2.0
C19685,1.0,1.0,2.0
C19691,1.0,1.0,2.0
C19692,1.0,1.0,2.0
C19706,1.0,1.0,2.0
C19725,1.0,1.0,2.0
C19745,1.0,1.0,2.0
C19757,1.0,1.0,2.0
C19760,1.0,1.0,2.0
C19769,1.0,1.0,2.0
C19787,1.0,1.0,2.0
C19794,1.0,1.0,2.0
C19799,1.0,1.0,2.0
C19823,1.0,1.0,2.0
C19845,1.0,1.0,2.0
C19846,1.0,1.0,2.0
C19847,1.0,1.0,2.0
C19848,1.0,1.0,2.0
C19852,1.0,1.0,2.0
C19853,1.0,1.0,2.0
C19858,1.0,1.0,2.0
C19859,1.0,1.0,2.0
C19871,1.0,1.0,2.0
C19872,2.0,1.0,3.0
C19891,1.0,1.0,2.0
C19912,1.0,1.0,2.0
C19913,1.0,1.0,2.0
C19937,1.0,1.0,2.0
C19945,1.0,1.0,2.0
C19946,1.0,1.0,2.0
C19961,1.0,1.0,2.0
C19971,1.0,1.0,2.0
C19972,1.0,1.0,2.0
C19975,1.0,1.0,2.0
C20062,1.0,1.0,2.0
