0,fanin,fanout,degree
C20082,1.0,1.0,2.0
C20083,1.0,1.0,2.0
C20120,1.0,1.0,2.0
C20121,1.0,1.0,2.0
C20171,1.0,1.0,2.0
C20186,1.0,1.0,2.0
C20231,1.0,1.0,2.0
C20237,1.0,1.0,2.0
C20238,1.0,1.0,2.0
C20239,1.0,1.0,2.0
C20246,1.0,1.0,2.0
C20247,1.0,1.0,2.0
C20248,1.0,1.0,2.0
C20249,1.0,1.0,2.0
C20251,1.0,1.0,2.0
C20253,1.0,1.0,2.0
C20254,1.0,1.0,2.0
C20264,1.0,1.0,2.0
C20265,1.0,1.0,2.0
C20267,1.0,1.0,2.0
C20280,1.0,1.0,2.0
C20281,1.0,1.0,2.0
C20282,1.0,1.0,2.0
C20283,1.0,1.0,2.0
C20284,1.0,1.0,2.0
C20285,1.0,1.0,2.0
C20286,1.0,1.0,2.0
C20287,1.0,1.0,2.0
C20288,1.0,1.0,2.0
C20289,1.0,1.0,2.0
C20290,1.0,1.0,2.0
C20291,1.0,1.0,2.0
C20293,1.0,1.0,2.0
C20300,1.0,1.0,2.0
C20301,1.0,1.0,2.0
C20302,1.0,1.0,2.0
C20303,1.0,1.0,2.0
C20304,1.0,1.0,2.0
C20305,1.0,1.0,2.0
C20306,1.0,1.0,2.0
C20316,1.0,1.0,2.0
C20319,1.0,1.0,2.0
C20345,1.0,1.0,2.0
C20357,1.0,1.0,2.0
C20359,1.0,1.0,2.0
C20361,1.0,1.0,2.0
C20372,1.0,1.0,2.0
C20373,1.0,1.0,2.0
C20374,1.0,1.0,2.0
C20375,1.0,1.0,2.0
C20376,1.0,1.0,2.0
C20377,1.0,1.0,2.0
C20378,1.0,1.0,2.0
C20381,1.0,1.0,2.0
C20384,1.0,1.0,2.0
C20385,1.0,1.0,2.0
C20386,1.0,1.0,2.0
C20387,1.0,1.0,2.0
C20395,1.0,1.0,2.0
C20396,1.0,1.0,2.0
C20418,1.0,1.0,2.0
C20419,1.0,1.0,2.0
C20422,1.0,1.0,2.0
C20423,1.0,1.0,2.0
C20424,1.0,1.0,2.0
C20440,1.0,1.0,2.0
C20466,1.0,1.0,2.0
C20518,1.0,1.0,2.0
C20522,1.0,1.0,2.0
C20559,1.0,1.0,2.0
C20562,1.0,1.0,2.0
C20566,1.0,1.0,2.0
C20567,1.0,1.0,2.0
C20570,1.0,1.0,2.0
C20571,1.0,1.0,2.0
C20572,1.0,1.0,2.0
C20573,1.0,1.0,2.0
C20589,1.0,1.0,2.0
C20638,1.0,1.0,2.0
C20640,6.0,1.0,7.0
C20657,1.0,1.0,2.0
C20666,1.0,1.0,2.0
C20672,1.0,1.0,2.0
C20679,1.0,1.0,2.0
C20680,1.0,1.0,2.0
C20683,3.0,1.0,4.0
C20690,1.0,1.0,2.0
C20698,1.0,1.0,2.0
C20737,1.0,1.0,2.0
C20738,1.0,1.0,2.0
C20772,1.0,1.0,2.0
C20773,1.0,1.0,2.0
C20781,1.0,1.0,2.0
C20783,1.0,1.0,2.0
C20784,1.0,1.0,2.0
C20792,1.0,1.0,2.0
C20793,1.0,1.0,2.0
C20794,1.0,1.0,2.0
C20825,1.0,1.0,2.0
C20846,1.0,1.0,2.0
C20847,1.0,1.0,2.0
C20848,1.0,1.0,2.0
C20859,1.0,1.0,2.0
C20870,1.0,1.0,2.0
C20876,1.0,1.0,2.0
C20877,1.0,1.0,2.0
C20878,1.0,1.0,2.0
C20879,1.0,1.0,2.0
C20889,1.0,1.0,2.0
C20896,1.0,1.0,2.0
C20897,1.0,1.0,2.0
C20898,2.0,1.0,3.0
C20934,1.0,1.0,2.0
C20935,2.0,1.0,3.0
C20948,1.0,1.0,2.0
C20949,1.0,1.0,2.0
C20950,1.0,1.0,2.0
C20951,1.0,1.0,2.0
C20955,1.0,1.0,2.0
C20970,1.0,1.0,2.0
C20971,1.0,1.0,2.0
C20972,1.0,1.0,2.0
C20973,1.0,1.0,2.0
C20986,1.0,1.0,2.0
C20991,1.0,1.0,2.0
C20994,1.0,1.0,2.0
C20995,1.0,1.0,2.0
C21007,1.0,1.0,2.0
C21008,1.0,1.0,2.0
C21011,5.0,1.0,6.0
C21012,5.0,1.0,6.0
C21013,5.0,1.0,6.0
C21014,5.0,1.0,6.0
C21015,1.0,1.0,2.0
C21016,1.0,1.0,2.0
C21017,1.0,1.0,2.0
C21018,1.0,1.0,2.0
C21027,1.0,1.0,2.0
C21028,1.0,1.0,2.0
C21029,1.0,1.0,2.0
C21065,1.0,1.0,2.0
C21066,1.0,1.0,2.0
C21072,1.0,1.0,2.0
C21075,1.0,1.0,2.0
C21084,1.0,1.0,2.0
C21094,1.0,1.0,2.0
C21106,1.0,1.0,2.0
C21107,1.0,1.0,2.0
C21144,1.0,1.0,2.0
C21154,1.0,1.0,2.0
C21214,1.0,1.0,2.0
C21215,1.0,1.0,2.0
C21217,1.0,1.0,2.0
C21250,1.0,1.0,2.0
C21284,1.0,1.0,2.0
C21310,1.0,1.0,2.0
C21372,1.0,1.0,2.0
C21383,1.0,1.0,2.0
C21384,1.0,1.0,2.0
C21390,1.0,1.0,2.0
C21403,1.0,1.0,2.0
C21404,1.0,1.0,2.0
C21427,1.0,1.0,2.0
C21428,1.0,1.0,2.0
C21429,1.0,1.0,2.0
C21431,1.0,1.0,2.0
C21432,1.0,1.0,2.0
C21433,1.0,1.0,2.0
C21434,1.0,1.0,2.0
C21435,1.0,1.0,2.0
C21478,1.0,1.0,2.0
C21479,1.0,1.0,2.0
C21480,1.0,1.0,2.0
C21481,1.0,1.0,2.0
C21482,1.0,1.0,2.0
C21483,1.0,1.0,2.0
C21484,1.0,1.0,2.0
C21485,1.0,1.0,2.0
C21486,1.0,1.0,2.0
C21510,1.0,1.0,2.0
C21511,1.0,1.0,2.0
C21512,1.0,1.0,2.0
C21582,1.0,1.0,2.0
C21613,1.0,1.0,2.0
C21640,1.0,1.0,2.0
C21641,2.0,1.0,3.0
C21642,2.0,1.0,3.0
C21643,1.0,1.0,2.0
C21644,1.0,1.0,2.0
C21723,1.0,1.0,2.0
C21724,1.0,1.0,2.0
C21748,1.0,1.0,2.0
C21749,1.0,1.0,2.0
C21750,1.0,1.0,2.0
C21751,1.0,1.0,2.0
C21754,1.0,1.0,2.0
C21758,1.0,1.0,2.0
C21759,1.0,1.0,2.0
C21760,1.0,1.0,2.0
C21764,1.0,1.0,2.0
C21790,2.0,1.0,3.0
C21791,1.0,1.0,2.0
C21797,1.0,1.0,2.0
C21835,1.0,1.0,2.0
C21860,1.0,1.0,2.0
C21923,1.0,1.0,2.0
C21924,1.0,1.0,2.0
C21932,1.0,1.0,2.0
C21934,1.0,1.0,2.0
C21935,1.0,1.0,2.0
C21937,1.0,1.0,2.0
C21939,1.0,1.0,2.0
C21941,1.0,1.0,2.0
C21943,1.0,1.0,2.0
C21945,1.0,1.0,2.0
C21947,1.0,1.0,2.0
C21949,1.0,1.0,2.0
C21951,1.0,1.0,2.0
C21953,1.0,1.0,2.0
C21955,1.0,1.0,2.0
C21959,1.0,1.0,2.0
C21961,1.0,1.0,2.0
C21963,1.0,1.0,2.0
C21965,1.0,1.0,2.0
C21967,1.0,1.0,2.0
C21981,1.0,1.0,2.0
C22006,1.0,1.0,2.0
C22024,1.0,1.0,2.0
C22025,1.0,1.0,2.0
C22029,1.0,1.0,2.0
C22038,1.0,1.0,2.0
C22039,1.0,1.0,2.0
C22040,1.0,1.0,2.0
C22112,1.0,1.0,2.0
C22116,1.0,1.0,2.0
C22119,1.0,1.0,2.0
C22120,1.0,1.0,2.0
C22121,1.0,1.0,2.0
C22122,1.0,1.0,2.0
C22123,1.0,1.0,2.0
C22136,1.0,1.0,2.0
C22159,1.0,1.0,2.0
C22160,1.0,1.0,2.0
C22161,1.0,1.0,2.0
C22202,1.0,1.0,2.0
C22310,1.0,1.0,2.0
C22311,1.0,1.0,2.0
C22337,2.0,1.0,3.0
C22338,1.0,1.0,2.0
C22339,1.0,1.0,2.0
C22340,1.0,1.0,2.0
C22341,1.0,1.0,2.0
C22342,1.0,1.0,2.0
C22355,1.0,1.0,2.0
C22356,1.0,1.0,2.0
C22357,1.0,1.0,2.0
C22359,1.0,1.0,2.0
C22381,3.0,1.0,4.0
C22395,1.0,1.0,2.0
C22441,1.0,1.0,2.0
C22442,1.0,1.0,2.0
C22443,1.0,1.0,2.0
C22450,1.0,1.0,2.0
C22451,1.0,1.0,2.0
C22453,1.0,1.0,2.0
C22458,1.0,1.0,2.0
C22467,1.0,1.0,2.0
C22499,1.0,1.0,2.0
C22500,1.0,1.0,2.0
C22528,1.0,1.0,2.0
C22531,1.0,1.0,2.0
C22532,1.0,1.0,2.0
C22533,1.0,1.0,2.0
C22534,1.0,1.0,2.0
C22535,1.0,1.0,2.0
C22536,1.0,1.0,2.0
C22537,1.0,1.0,2.0
C22538,1.0,1.0,2.0
C22539,1.0,1.0,2.0
C22540,1.0,1.0,2.0
C22541,1.0,1.0,2.0
C22542,1.0,1.0,2.0
C22543,1.0,1.0,2.0
C22544,1.0,1.0,2.0
C22545,1.0,1.0,2.0
C22546,1.0,1.0,2.0
C22547,1.0,1.0,2.0
C22611,1.0,1.0,2.0
D00110,1.0,1.0,2.0
D00125,1.0,1.0,2.0
D00140,1.0,1.0,2.0
D00142,1.0,1.0,2.0
D00184,1.0,1.0,2.0
D00186,1.0,1.0,2.0
D00195,1.0,1.0,2.0
D00201,1.0,1.0,2.0
D00214,1.0,1.0,2.0
D00224,1.0,1.0,2.0
D00238,1.0,1.0,2.0
D00240,1.0,1.0,2.0
D00247,1.0,1.0,2.0
D00252,1.0,1.0,2.0
D00295,1.0,1.0,2.0
D00298,1.0,1.0,2.0
D00318,1.0,1.0,2.0
D00331,1.0,1.0,2.0
D00333,1.0,1.0,2.0
D00340,1.0,1.0,2.0
D00343,1.0,1.0,2.0
D00346,1.0,1.0,2.0
D00353,1.0,1.0,2.0
D00358,1.0,1.0,2.0
D00359,1.0,1.0,2.0
D00399,1.0,1.0,2.0
D00400,1.0,1.0,2.0
D00422,1.0,1.0,2.0
D00427,1.0,1.0,2.0
D00429,1.0,1.0,2.0
D00439,1.0,1.0,2.0
D00448,1.0,1.0,2.0
D00453,1.0,1.0,2.0
D00456,1.0,1.0,2.0
D00491,1.0,1.0,2.0
D00512,1.0,1.0,2.0
D00521,1.0,1.0,2.0
D00533,1.0,1.0,2.0
D00536,1.0,1.0,2.0
D00570,1.0,1.0,2.0
D00584,1.0,1.0,2.0
D00590,1.0,1.0,2.0
D00636,1.0,1.0,2.0
D00767,1.0,1.0,2.0
D00804,1.0,1.0,2.0
D00842,1.0,1.0,2.0
D01061,1.0,1.0,2.0
D01223,1.0,1.0,2.0
D01244,1.0,1.0,2.0
D01264,1.0,1.0,2.0
D01275,1.0,1.0,2.0
D01309,1.0,1.0,2.0
D01421,1.0,1.0,2.0
D01745,1.0,1.0,2.0
D01784,1.0,1.0,2.0
D01862,1.0,1.0,2.0
D02115,1.0,1.0,2.0
D02166,1.0,1.0,2.0
D02214,1.0,1.0,2.0
D02216,1.0,1.0,2.0
D02271,1.0,1.0,2.0
D02356,1.0,1.0,2.0
D03130,1.0,1.0,2.0
D03833,1.0,1.0,2.0
D03899,1.0,1.0,2.0
D04197,1.0,1.0,2.0
D04716,1.0,1.0,2.0
D04931,2.0,1.0,3.0
D05246,1.0,1.0,2.0
D06050,1.0,1.0,2.0
D06074,1.0,1.0,2.0
D07445,1.0,1.0,2.0
D07448,1.0,1.0,2.0
D07538,1.0,1.0,2.0
D07626,1.0,1.0,2.0
D07661,1.0,1.0,2.0
D07704,1.0,1.0,2.0
D07760,1.0,1.0,2.0
D07776,1.0,1.0,2.0
D07845,1.0,1.0,2.0
D07866,1.0,1.0,2.0
D07901,1.0,1.0,2.0
D07907,1.0,1.0,2.0
D07958,1.0,1.0,2.0
D07986,1.0,1.0,2.0
D07987,1.0,1.0,2.0
D08066,1.0,1.0,2.0
D08086,2.0,1.0,3.0
D08108,1.0,1.0,2.0
D08144,1.0,1.0,2.0
D08146,1.0,1.0,2.0
D08195,1.0,1.0,2.0
D08224,1.0,1.0,2.0
D08233,2.0,1.0,3.0
D08234,1.0,1.0,2.0
D08259,1.0,1.0,2.0
D08291,1.0,1.0,2.0
D08306,1.0,1.0,2.0
D08351,1.0,1.0,2.0
D08411,1.0,1.0,2.0
D08458,1.0,1.0,2.0
D08492,1.0,1.0,2.0
D08524,1.0,1.0,2.0
D08559,1.0,1.0,2.0
D08603,1.0,1.0,2.0
D08618,1.0,1.0,2.0
D08675,1.0,1.0,2.0
D08679,1.0,1.0,2.0
D08836,1.0,1.0,2.0
G00001,1.0,1.0,2.0
G00002,1.0,1.0,2.0
G00003,1.0,1.0,2.0
G00004,1.0,1.0,2.0
G00005,1.0,1.0,2.0
G00006,1.0,1.0,2.0
G00007,1.0,1.0,2.0
G00008,1.0,1.0,2.0
G00009,2.0,1.0,3.0
G00010,2.0,1.0,3.0
G00011,3.0,1.0,4.0
G00012,3.0,1.0,4.0
G00013,2.0,1.0,3.0
G00014,2.0,1.0,3.0
G00015,2.0,1.0,3.0
G00016,2.0,1.0,3.0
G00017,2.0,1.0,3.0
G00018,1.0,1.0,2.0
G00019,1.0,1.0,2.0
G00020,1.0,1.0,2.0
G00021,1.0,1.0,2.0
G00022,1.0,1.0,2.0
G00023,1.0,1.0,2.0
G00024,1.0,1.0,2.0
G00025,1.0,1.0,2.0
G00026,1.0,1.0,2.0
G00027,1.0,1.0,2.0
G00028,1.0,1.0,2.0
G00029,1.0,1.0,2.0
G00030,1.0,1.0,2.0
G00031,1.0,1.0,2.0
G00032,1.0,1.0,2.0
G00033,1.0,1.0,2.0
G00034,1.0,1.0,2.0
G00035,1.0,1.0,2.0
G00036,1.0,1.0,2.0
G00037,1.0,1.0,2.0
G00038,1.0,1.0,2.0
G00039,1.0,1.0,2.0
G00040,1.0,1.0,2.0
G00042,1.0,1.0,2.0
G00043,1.0,1.0,2.0
G00044,1.0,1.0,2.0
G00045,1.0,1.0,2.0
G00046,1.0,1.0,2.0
G00047,1.0,1.0,2.0
G00048,1.0,1.0,2.0
G00050,1.0,1.0,2.0
G00051,1.0,1.0,2.0
G00052,2.0,1.0,3.0
G00054,2.0,1.0,3.0
G00055,1.0,1.0,2.0
G00056,1.0,1.0,2.0
G00057,1.0,1.0,2.0
G00058,1.0,1.0,2.0
G00059,1.0,1.0,2.0
G00060,1.0,1.0,2.0
G00061,1.0,1.0,2.0
G00062,1.0,1.0,2.0
G00063,1.0,1.0,2.0
G00064,1.0,1.0,2.0
G00066,1.0,1.0,2.0
G00067,1.0,1.0,2.0
G00068,1.0,1.0,2.0
G00069,1.0,1.0,2.0
G00071,1.0,1.0,2.0
G00072,1.0,1.0,2.0
G00073,1.0,1.0,2.0
G00074,1.0,1.0,2.0
G00075,1.0,1.0,2.0
G00076,1.0,1.0,2.0
G00077,1.0,1.0,2.0
G00078,1.0,1.0,2.0
G00079,1.0,1.0,2.0
G00080,1.0,1.0,2.0
G00081,1.0,1.0,2.0
G00082,1.0,1.0,2.0
G00083,1.0,1.0,2.0
G00084,1.0,1.0,2.0
G00085,1.0,1.0,2.0
G00086,1.0,1.0,2.0
G00087,1.0,1.0,2.0
G00088,1.0,1.0,2.0
G00089,1.0,1.0,2.0
G00090,1.0,1.0,2.0
G00091,1.0,1.0,2.0
G00092,3.0,1.0,4.0
G00093,1.0,1.0,2.0
G00094,1.0,1.0,2.0
G00095,1.0,1.0,2.0
G00096,1.0,1.0,2.0
G00097,1.0,1.0,2.0
G00098,1.0,1.0,2.0
G00099,1.0,1.0,2.0
G00100,1.0,1.0,2.0
G00101,1.0,1.0,2.0
G00102,1.0,1.0,2.0
G00103,1.0,1.0,2.0
G00104,1.0,1.0,2.0
G00105,1.0,1.0,2.0
G00106,1.0,1.0,2.0
G00107,1.0,1.0,2.0
G00108,1.0,1.0,2.0
G00109,1.0,1.0,2.0
G00110,1.0,1.0,2.0
G00111,1.0,1.0,2.0
G00112,1.0,1.0,2.0
G00113,1.0,1.0,2.0
G00114,1.0,1.0,2.0
G00115,1.0,1.0,2.0
G00116,1.0,1.0,2.0
G00117,1.0,1.0,2.0
G00118,1.0,1.0,2.0
G00119,1.0,1.0,2.0
G00120,1.0,1.0,2.0
G00121,1.0,1.0,2.0
G00122,1.0,1.0,2.0
G00123,1.0,1.0,2.0
G00124,1.0,1.0,2.0
G00125,1.0,1.0,2.0
G00126,1.0,1.0,2.0
G00127,1.0,1.0,2.0
G00128,1.0,1.0,2.0
G00129,1.0,1.0,2.0
G00130,1.0,1.0,2.0
G00131,1.0,1.0,2.0
G00132,1.0,1.0,2.0
G00143,1.0,1.0,2.0
G00144,1.0,1.0,2.0
G00145,1.0,1.0,2.0
G00146,1.0,1.0,2.0
G00148,1.0,1.0,2.0
G00149,1.0,1.0,2.0
G00154,2.0,1.0,3.0
G00155,2.0,1.0,3.0
G00156,2.0,1.0,3.0
G00157,2.0,1.0,3.0
G00158,1.0,1.0,2.0
G00159,1.0,1.0,2.0
G00160,1.0,1.0,2.0
G00162,1.0,1.0,2.0
G00163,1.0,1.0,2.0
G00164,1.0,1.0,2.0
G00166,1.0,1.0,2.0
G00167,1.0,1.0,2.0
G00168,1.0,1.0,2.0
G00169,1.0,1.0,2.0
G00170,1.0,1.0,2.0
G00171,1.0,1.0,2.0
G00179,1.0,1.0,2.0
G00181,1.0,1.0,2.0
G00242,1.0,1.0,2.0
G00263,1.0,1.0,2.0
G00369,1.0,1.0,2.0
G00392,1.0,1.0,2.0
G00403,1.0,1.0,2.0
G00428,1.0,1.0,2.0
G00457,1.0,1.0,2.0
G00526,1.0,1.0,2.0
G00711,1.0,1.0,2.0
G00872,1.0,1.0,2.0
G00889,1.0,1.0,2.0
G01391,1.0,1.0,2.0
G01813,1.0,1.0,2.0
G01945,1.0,1.0,2.0
G01977,1.0,1.0,2.0
G02632,1.0,1.0,2.0
G02977,1.0,1.0,2.0
G05477,1.0,1.0,2.0
G09660,1.0,1.0,2.0
G10008,1.0,1.0,2.0
G10505,4.0,1.0,5.0
G10526,1.0,1.0,2.0
G10595,1.0,1.0,2.0
G10596,1.0,1.0,2.0
G10597,1.0,1.0,2.0
G10598,1.0,1.0,2.0
G10599,1.0,1.0,2.0
G10610,1.0,1.0,2.0
G10611,1.0,1.0,2.0
G10617,2.0,1.0,3.0
G10665,1.0,1.0,2.0
G10694,3.0,1.0,4.0
G10716,1.0,1.0,2.0
G10770,1.0,1.0,2.0
G10794,1.0,1.0,2.0
G10841,1.0,1.0,2.0
G10920,1.0,1.0,2.0
G11000,1.0,1.0,2.0
G11040,1.0,1.0,2.0
G11492,1.0,1.0,2.0
G11933,1.0,1.0,2.0
G12336,1.0,1.0,2.0
G12396,1.0,1.0,2.0
G12617,1.0,1.0,2.0
G12625,1.0,1.0,2.0
G12626,1.0,1.0,2.0
G13026,1.0,1.0,2.0
G13027,1.0,1.0,2.0
G13028,1.0,1.0,2.0
G13034,1.0,1.0,2.0
G13035,1.0,1.0,2.0
G13036,1.0,1.0,2.0
G13037,1.0,1.0,2.0
G13038,1.0,1.0,2.0
G13039,1.0,1.0,2.0
G13040,1.0,1.0,2.0
G13041,1.0,1.0,2.0
G13042,1.0,1.0,2.0
G13043,1.0,1.0,2.0
G13044,1.0,1.0,2.0
G13046,1.0,1.0,2.0
G13047,1.0,1.0,2.0
G13048,1.0,1.0,2.0
G13049,1.0,1.0,2.0
G13050,1.0,1.0,2.0
G13055,1.0,1.0,2.0
G13056,1.0,1.0,2.0
G13057,1.0,1.0,2.0
G13058,1.0,1.0,2.0
G13059,1.0,1.0,2.0
G13063,1.0,1.0,2.0
G13064,1.0,1.0,2.0
G13073,1.0,1.0,2.0
G13074,1.0,1.0,2.0
G13080,1.0,1.0,2.0
G13081,1.0,1.0,2.0
G13082,1.0,1.0,2.0
G13083,1.0,1.0,2.0
G13084,1.0,1.0,2.0
G13085,1.0,1.0,2.0
G13086,1.0,1.0,2.0
G13087,1.0,1.0,2.0
G13088,1.0,1.0,2.0
G13089,1.0,1.0,2.0
G13090,1.0,1.0,2.0
G13091,1.0,1.0,2.0
G13092,1.0,1.0,2.0
G13093,1.0,1.0,2.0
G13094,1.0,1.0,2.0
G13095,1.0,1.0,2.0
G13096,1.0,1.0,2.0
G13097,1.0,1.0,2.0
G13098,1.0,1.0,2.0
G13099,1.0,1.0,2.0
G13100,1.0,1.0,2.0
G13101,1.0,1.0,2.0
G13105,1.0,1.0,2.0
G13106,1.0,1.0,2.0
G13108,1.0,1.0,2.0
G13109,1.0,1.0,2.0
G13112,1.0,1.0,2.0
G13113,1.0,1.0,2.0
G13114,1.0,1.0,2.0
G13115,2.0,1.0,3.0
G13128,1.0,1.0,2.0
G13150,1.0,1.0,2.0
G13151,1.0,1.0,2.0
G13152,1.0,1.0,2.0
G13153,1.0,1.0,2.0
anamycin and gentamicin biosynthesis - Homo sapiens (human),1.0,1.0,2.0
ecretion and action - Homo sapiens (human),2.0,1.0,3.0
erine and threonine metabolism - Homo sapiens (human),1.0,1.0,2.0
eucine and isoleucine biosynthesis - Homo sapiens (human),1.0,1.0,2.0
eucine and isoleucine degradation - Homo sapiens (human),1.0,1.0,2.0
spartate and glutamate metabolism - Homo sapiens (human),1.0,1.0,2.0
yrosine and tryptophan biosynthesis - Homo sapiens (human),1.0,1.0,2.0
